grant_fiscal_year,funding_program,grant_number,project_year,organization_name,upin,description,ali,contract_number,allocationamount,encumbered_amount,expendedamount,activebalance,closedoutbalance,project_status,project_closed_by,project_closed_date,project_closed_time,ntd_id,itp_id,name_NTD_Airtable,doing_business_as,reporter_acronym,organization_type,reporter_type,city,county,mobility_services_operated,merge_status,vehicle_purchase,operating_assistance,mobility_management,hardware_software_purchase,communications,facilities_eqp,surveillance,subsidy,project_categories
2017,5310 Exp,CA-2017-169 | 0017000186-E,2017,Amador Transit,BCG0001035,Operating Assistance,300901,64AO18-00677,30144.0,30144.0,30144.0,0.0,0,Open,,,,9R02-91000,11.0,Amador Regional Transit System,,ARTS,Independent Public Agency or Authority of Transit Service,Rural Reporter,Jackson,Amador,"Amador Transit,Amador Transit Dial-A-Ride","Manual Match, NTD",0,1,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Monterey-Salinas Transit,BCG0000700,Purchase Replacement < 30 Ft Bus,111204,64AC18-00645,70000.0,70000.0,66845.03,3154.97,0,Open,,,,90062,208.0,Monterey-Salinas Transit,,MST,Independent Public Agency or Authority of Transit Service,Full Reporter,Monterey,Monterey,"Monterey-Salinas Transit,MST Monterey Trolley,Carmel Valley Grapevine Express,MST RIDES,MST Senior Shuttles,MST Special Medical Trips",Name Match; NTD,1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Monterey-Salinas Transit,BCG0000701,Purchase Replacement < 30 Ft Bus,111204,64AC18-00645,70000.0,70000.0,66845.03,3154.97,0,Open,,,,90062,208.0,Monterey-Salinas Transit,,MST,Independent Public Agency or Authority of Transit Service,Full Reporter,Monterey,Monterey,"Monterey-Salinas Transit,MST Monterey Trolley,Carmel Valley Grapevine Express,MST RIDES,MST Senior Shuttles,MST Special Medical Trips",Name Match; NTD,1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Monterey-Salinas Transit,BCG0000702,Purchase Replacement < 30 Ft Bus,111204,64AC18-00645,70000.0,70000.0,66845.03,3154.97,0,Open,,,,90062,208.0,Monterey-Salinas Transit,,MST,Independent Public Agency or Authority of Transit Service,Full Reporter,Monterey,Monterey,"Monterey-Salinas Transit,MST Monterey Trolley,Carmel Valley Grapevine Express,MST RIDES,MST Senior Shuttles,MST Special Medical Trips",Name Match; NTD,1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Monterey-Salinas Transit,BCG0000703,Purchase Replacement < 30 Ft Bus,111204,64AC18-00645,70000.0,70000.0,133690.06,-63690.06,0,Open,,,,90062,208.0,Monterey-Salinas Transit,,MST,Independent Public Agency or Authority of Transit Service,Full Reporter,Monterey,Monterey,"Monterey-Salinas Transit,MST Monterey Trolley,Carmel Valley Grapevine Express,MST RIDES,MST Senior Shuttles,MST Special Medical Trips",Name Match; NTD,1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Monterey-Salinas Transit,BCG0000704,Purchase Replacement < 30 Ft Bus,111204,64AC18-00645,70000.0,70000.0,66845.03,3154.97,0,Open,,,,90062,208.0,Monterey-Salinas Transit,,MST,Independent Public Agency or Authority of Transit Service,Full Reporter,Monterey,Monterey,"Monterey-Salinas Transit,MST Monterey Trolley,Carmel Valley Grapevine Express,MST RIDES,MST Senior Shuttles,MST Special Medical Trips",Name Match; NTD,1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Monterey-Salinas Transit,BCG0000705,Purchase Replacement < 30 Ft Bus,111204,64AC18-00645,70000.0,70000.0,66845.03,3154.97,0,Open,,,,90062,208.0,Monterey-Salinas Transit,,MST,Independent Public Agency or Authority of Transit Service,Full Reporter,Monterey,Monterey,"Monterey-Salinas Transit,MST Monterey Trolley,Carmel Valley Grapevine Express,MST RIDES,MST Senior Shuttles,MST Special Medical Trips",Name Match; NTD,1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Monterey-Salinas Transit,BCG0000706,Purchase Replacement < 30 Ft Bus,111204,64AC18-00645,70000.0,70000.0,133690.06,-63690.06,0,Open,,,,90062,208.0,Monterey-Salinas Transit,,MST,Independent Public Agency or Authority of Transit Service,Full Reporter,Monterey,Monterey,"Monterey-Salinas Transit,MST Monterey Trolley,Carmel Valley Grapevine Express,MST RIDES,MST Senior Shuttles,MST Special Medical Trips",Name Match; NTD,1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Monterey-Salinas Transit,BCG0000707,Buy <30-Ft Bus For Expansion,111304,64AC18-00645,70000.0,70000.0,66845.03,3154.97,0,Open,,,,90062,208.0,Monterey-Salinas Transit,,MST,Independent Public Agency or Authority of Transit Service,Full Reporter,Monterey,Monterey,"Monterey-Salinas Transit,MST Monterey Trolley,Carmel Valley Grapevine Express,MST RIDES,MST Senior Shuttles,MST Special Medical Trips",Name Match; NTD,1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Monterey-Salinas Transit,BCG0000708,Buy <30-Ft Bus For Expansion,111304,64AC18-00645,70000.0,70000.0,0.0,70000.0,0,Open,,,,90062,208.0,Monterey-Salinas Transit,,MST,Independent Public Agency or Authority of Transit Service,Full Reporter,Monterey,Monterey,"Monterey-Salinas Transit,MST Monterey Trolley,Carmel Valley Grapevine Express,MST RIDES,MST Senior Shuttles,MST Special Medical Trips",Name Match; NTD,1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Monterey-Salinas Transit,BCG0000709,Buy <30-Ft Bus For Expansion,111304,64AC18-00645,70000.0,70000.0,0.0,70000.0,0,Open,,,,90062,208.0,Monterey-Salinas Transit,,MST,Independent Public Agency or Authority of Transit Service,Full Reporter,Monterey,Monterey,"Monterey-Salinas Transit,MST Monterey Trolley,Carmel Valley Grapevine Express,MST RIDES,MST Senior Shuttles,MST Special Medical Trips",Name Match; NTD,1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Mountain Shadows Support Group,BCG0000957,Purchase Replacement < 30 Ft Bus,111204,64AC18-00646,73000.0,73000.0,67401.93,5598.07,0,Open,,,,,442.0,Mountain Shadows Support Group,,,Non-Profit Organization,,San Marcos,San Diego,Mountain Shadows Transportation ,Name Match; Airtable,1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Mountain Shadows Support Group,BCG0000959,Purchase Replacement < 30 Ft Bus,111204,64AC18-00646,73000.0,73000.0,67401.93,5598.07,0,Open,,,,,442.0,Mountain Shadows Support Group,,,Non-Profit Organization,,San Marcos,San Diego,Mountain Shadows Transportation ,Name Match; Airtable,1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Mountain Shadows Support Group,BCG0000960,Purchase Replacement < 30 Ft Bus,111204,64AC18-00646,73000.0,73000.0,67401.93,5598.07,0,Open,,,,,442.0,Mountain Shadows Support Group,,,Non-Profit Organization,,San Marcos,San Diego,Mountain Shadows Transportation ,Name Match; Airtable,1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Mountain Shadows Support Group,BCG0000961,Purchase Replacement < 30 Ft Bus,111204,64AC18-00646,73000.0,73000.0,0.0,73000.0,0,Open,,,,,442.0,Mountain Shadows Support Group,,,Non-Profit Organization,,San Marcos,San Diego,Mountain Shadows Transportation ,Name Match; Airtable,1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,MOVE Stanislaus Transportation,BCG0001377,Buy Van For Svc Expansion,111315,64AC18-00721,49000.0,49000.0,0.0,49000.0,0,Open,,,,,444.0,MOVE Stanislaus,,,Non-Profit Organization,,Modesto,Stanislaus,VetsVan,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Napa Valley Transportation Authority,BCG0000639,Purchase Replacement < 30 Ft Bus,111204,64AC18-00647,70000.0,70000.0,70000.0,0.0,0,Open,,,,90088,218.0,Napa Valley Transportation Authority,,NVTA,Independent Public Agency or Authority of Transit Service,Full Reporter,Napa,Napa,"Vine Transit,Yountville Trolley,Calistoga Shuttle,St Helena Shuttle,Taxi Scrip,Vine Go,American Canyon Transit,City of Napa On-Demand",Name Match; NTD,1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Napa Valley Transportation Authority,BCG0001029,Purchase Replacement < 30 Ft Bus,111204,64AC18-00647,70000.0,70000.0,70000.0,0.0,0,Open,,,,90088,218.0,Napa Valley Transportation Authority,,NVTA,Independent Public Agency or Authority of Transit Service,Full Reporter,Napa,Napa,"Vine Transit,Yountville Trolley,Calistoga Shuttle,St Helena Shuttle,Taxi Scrip,Vine Go,American Canyon Transit,City of Napa On-Demand",Name Match; NTD,1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Napa Valley Transportation Authority,BCG0001030,Purchase Replacement < 30 Ft Bus,111204,64AC18-00647,70000.0,70000.0,70000.0,0.0,0,Open,,,,90088,218.0,Napa Valley Transportation Authority,,NVTA,Independent Public Agency or Authority of Transit Service,Full Reporter,Napa,Napa,"Vine Transit,Yountville Trolley,Calistoga Shuttle,St Helena Shuttle,Taxi Scrip,Vine Go,American Canyon Transit,City of Napa On-Demand",Name Match; NTD,1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Napa Valley Transportation Authority,BCG0001031,Purchase Replacement < 30 Ft Bus,111204,64AC18-00647,70000.0,70000.0,70000.0,0.0,0,Open,,,,90088,218.0,Napa Valley Transportation Authority,,NVTA,Independent Public Agency or Authority of Transit Service,Full Reporter,Napa,Napa,"Vine Transit,Yountville Trolley,Calistoga Shuttle,St Helena Shuttle,Taxi Scrip,Vine Go,American Canyon Transit,City of Napa On-Demand",Name Match; NTD,1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Nevada-Sierra Connecting Point Public Authority,BCG0000482,Mobility Management,117L00,64AM18-00929,525936.0,525936.0,525912.44,23.56,0,Open,,,,,,,,,Non-Profit Organization,,Grass Valley,"Nevada, Sierra",,No Match,0,0,1,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,North and South of Market Adult Day Health,BCG0000732,Purchase Replacement < 30 Ft Bus,111204,64AC18-00708,70000.0,70000.0,0.0,70000.0,0,Open,,,,,445.0,North and South of Market Adult Day Health,,,Non-Profit Organization,,San Francisco,San Francisco,,Name Match; Airtable,1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,North and South of Market Adult Day Health,BCG0000859,DriveCam (Support Equip/Facilities-Equipment),114220,64AC18-00708,1025.0,1025.0,0.0,1025.0,0,Open,,,,,445.0,North and South of Market Adult Day Health,,,Non-Profit Organization,,San Francisco,San Francisco,,Name Match; Airtable,0,0,0,0,0,1,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,North of the River Recreation and Park District,BCG0000411,Purchase Replacement < 30 Ft Bus,111204,64AC18-00626,-4608.29,65391.71,0.0,-4608.29,0,Open,,,,,,North of River Recreation and Park District,,,Independent Agency,,Bakersfield,Kern,North of River Recreation and Park District,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,North of the River Recreation and Park District,BCG0000411,Purchase Replacement < 30 Ft Bus,111204,64AC18-00626,70000.0,65391.71,0.0,70000.0,0,Open,,,,,,North of River Recreation and Park District,,,Independent Agency,,Bakersfield,Kern,North of River Recreation and Park District,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,North of the River Recreation and Park District,BCG0000412,Purchase Replacement < 30 Ft Bus,111204,64AC18-00626,-4608.29,65391.71,0.0,-4608.29,0,Open,,,,,,North of River Recreation and Park District,,,Independent Agency,,Bakersfield,Kern,North of River Recreation and Park District,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,North of the River Recreation and Park District,BCG0000412,Purchase Replacement < 30 Ft Bus,111204,64AC18-00626,70000.0,65391.71,0.0,70000.0,0,Open,,,,,,North of River Recreation and Park District,,,Independent Agency,,Bakersfield,Kern,North of River Recreation and Park District,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,North of the River Recreation and Park District,BCG0000413,Purchase Replacement < 30 Ft Bus,111204,64AC18-00626,-4608.29,65391.71,0.0,-4608.29,0,Open,,,,,,North of River Recreation and Park District,,,Independent Agency,,Bakersfield,Kern,North of River Recreation and Park District,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,North of the River Recreation and Park District,BCG0000413,Purchase Replacement < 30 Ft Bus,111204,64AC18-00626,70000.0,65391.71,0.0,70000.0,0,Open,,,,,,North of River Recreation and Park District,,,Independent Agency,,Bakersfield,Kern,North of River Recreation and Park District,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,North of the River Recreation and Park District,BCG0000414,Purchase Replacement Van,111215,64AC18-00626,-2430.24,46569.76,46569.76,-49000.0,0,Open,,,,,,North of River Recreation and Park District,,,Independent Agency,,Bakersfield,Kern,North of River Recreation and Park District,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,North of the River Recreation and Park District,BCG0000414,Purchase Replacement Van,111215,64AC18-00626,49000.0,46569.76,46569.76,2430.24,0,Open,,,,,,North of River Recreation and Park District,,,Independent Agency,,Bakersfield,Kern,North of River Recreation and Park District,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,North of the River Recreation and Park District,BCG0000834,Purchase Replacement < 30 Ft Bus,111204,64AC18-00626,70000.0,70000.0,0.0,70000.0,0,Open,,,,,,North of River Recreation and Park District,,,Independent Agency,,Bakersfield,Kern,North of River Recreation and Park District,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,North of the River Recreation and Park District,BCG0000837,Purchase Replacement Van,111215,64AC18-00626,-2430.24,46569.76,46569.76,-49000.0,0,Open,,,,,,North of River Recreation and Park District,,,Independent Agency,,Bakersfield,Kern,North of River Recreation and Park District,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,North of the River Recreation and Park District,BCG0000837,Purchase Replacement Van,111215,64AC18-00626,49000.0,46569.76,46569.76,2430.24,0,Open,,,,,,North of River Recreation and Park District,,,Independent Agency,,Bakersfield,Kern,North of River Recreation and Park District,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,North of the River Recreation and Park District,BCG0000839,Purchase Replacement Van,111215,64AC18-00626,-2430.24,46569.76,46569.76,-49000.0,0,Open,,,,,,North of River Recreation and Park District,,,Independent Agency,,Bakersfield,Kern,North of River Recreation and Park District,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,North of the River Recreation and Park District,BCG0000839,Purchase Replacement Van,111215,64AC18-00626,49000.0,46569.76,46569.76,2430.24,0,Open,,,,,,North of River Recreation and Park District,,,Independent Agency,,Bakersfield,Kern,North of River Recreation and Park District,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,North of the River Recreation and Park District,BCG0000840,Purchase Radios,116203,64AC18-00626,1614.0,1614.0,1591.28,22.72,0,Open,,,,,,North of River Recreation and Park District,,,Independent Agency,,Bakersfield,Kern,North of River Recreation and Park District,"Manual Match, Airtable",0,0,0,0,1,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,North Valley Services,BCG0000654,Purchase Replacement < 30 Ft Bus,111204,64AC18-00650,73000.0,73000.0,71440.58,1559.42,0,Open,,,,,446.0,North Valley Services,,,Non-Profit Organization,,Red Bluff,Tehama,,Name Match; Airtable,1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,North Valley Services,BCG0000655,Purchase Replacement < 30 Ft Bus,111204,64AC18-00650,73000.0,73000.0,71440.58,1559.42,0,Open,,,,,446.0,North Valley Services,,,Non-Profit Organization,,Red Bluff,Tehama,,Name Match; Airtable,1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,North Valley Services,BCG0000656,Purchase Replacement < 30 Ft Bus,111204,64AC18-00650,73000.0,73000.0,71440.58,1559.42,0,Open,,,,,446.0,North Valley Services,,,Non-Profit Organization,,Red Bluff,Tehama,,Name Match; Airtable,1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Omnitrans,BCG0000341,Purchase Replacement < 30 Ft Bus,111204,64AC18-00693,97000.0,97000.0,0.0,97000.0,0,Open,,,,90029,232.0,OmniTrans,,,Independent Public Agency or Authority of Transit Service,Full Reporter,San Bernardino,San Bernardino,"OmniTrans,OmniRide,OmniTrans sbX,OmniAccess",Name Match; NTD,1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Omnitrans,BCG0000362,Mobility Management - Travel Training Program,117L00,64AM18-00760,399175.0,399175.0,399173.0,2.0,0,Open,,,,90029,232.0,OmniTrans,,,Independent Public Agency or Authority of Transit Service,Full Reporter,San Bernardino,San Bernardino,"OmniTrans,OmniRide,OmniTrans sbX,OmniAccess",Name Match; NTD,0,0,1,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Omnitrans,BCG0000364,Purchase Replacement < 30 Ft Bus,111204,64AC18-00693,97000.0,97000.0,0.0,97000.0,0,Open,,,,90029,232.0,OmniTrans,,,Independent Public Agency or Authority of Transit Service,Full Reporter,San Bernardino,San Bernardino,"OmniTrans,OmniRide,OmniTrans sbX,OmniAccess",Name Match; NTD,1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Omnitrans,BCG0000365,Purchase Replacement < 30 Ft Bus,111204,64AC18-00693,97000.0,97000.0,0.0,97000.0,0,Open,,,,90029,232.0,OmniTrans,,,Independent Public Agency or Authority of Transit Service,Full Reporter,San Bernardino,San Bernardino,"OmniTrans,OmniRide,OmniTrans sbX,OmniAccess",Name Match; NTD,1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Omnitrans,BCG0000366,Purchase Replacement < 30 Ft Bus,111204,64AC18-00693,97000.0,97000.0,0.0,97000.0,0,Open,,,,90029,232.0,OmniTrans,,,Independent Public Agency or Authority of Transit Service,Full Reporter,San Bernardino,San Bernardino,"OmniTrans,OmniRide,OmniTrans sbX,OmniAccess",Name Match; NTD,1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Omnitrans,BCG0000367,Purchase Replacement < 30 Ft Bus,111204,64AC18-00693,97000.0,97000.0,0.0,97000.0,0,Open,,,,90029,232.0,OmniTrans,,,Independent Public Agency or Authority of Transit Service,Full Reporter,San Bernardino,San Bernardino,"OmniTrans,OmniRide,OmniTrans sbX,OmniAccess",Name Match; NTD,1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,On Lok Senior Health Services,BCG0000649,Purchase Replacement Van,111215,64AC18-00709,49000.0,49000.0,46982.98,2017.02,0,Open,,,,,,On Lok,,,Non-Profit Organization,,San Francisco,San Francisco,On Lok Senior Health Services,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,On Lok Senior Health Services,BCG0000693,Purchase Replacement < 30 Ft Bus,111204,64AC18-00709,63000.0,63000.0,0.0,63000.0,0,Open,,,,,,On Lok,,,Non-Profit Organization,,San Francisco,San Francisco,On Lok Senior Health Services,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,On Lok Senior Health Services,BCG0000694,Purchase Replacement < 30 Ft Bus,111204,64AC18-00709,63000.0,63000.0,0.0,63000.0,0,Open,,,,,,On Lok,,,Non-Profit Organization,,San Francisco,San Francisco,On Lok Senior Health Services,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,On Lok Senior Health Services,BCG0000696,Purchase Replacement < 30 Ft Bus,111204,64AC18-00709,63000.0,63000.0,0.0,63000.0,0,Open,,,,,,On Lok,,,Non-Profit Organization,,San Francisco,San Francisco,On Lok Senior Health Services,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,On Lok Senior Health Services,BCG0000714,Purchase Replacement < 30 Ft Bus,111204,64AC18-00709,63000.0,63000.0,0.0,63000.0,0,Open,,,,,,On Lok,,,Non-Profit Organization,,San Francisco,San Francisco,On Lok Senior Health Services,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,On Lok Senior Health Services,BCG0000715,Purchase Replacement < 30 Ft Bus,111204,64AC18-00709,63000.0,63000.0,0.0,63000.0,0,Open,,,,,,On Lok,,,Non-Profit Organization,,San Francisco,San Francisco,On Lok Senior Health Services,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,On Lok Senior Health Services,BCG0000716,Purchase Replacement < 30 Ft Bus,111204,64AC18-00709,63000.0,63000.0,0.0,63000.0,0,Open,,,,,,On Lok,,,Non-Profit Organization,,San Francisco,San Francisco,On Lok Senior Health Services,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,On Lok Senior Health Services,BCG0000717,Purchase Replacement < 30 Ft Bus,111204,64AC18-00709,63000.0,63000.0,0.0,63000.0,0,Open,,,,,,On Lok,,,Non-Profit Organization,,San Francisco,San Francisco,On Lok Senior Health Services,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,OPARC,BCG0000853,Purchase Replacement < 30 Ft Bus,111204,64AC18-00710,63000.0,63000.0,0.0,63000.0,0,Open,,,,,,,,,Non-Profit Organization,,Montclair,San Bernardino,,No Match,1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,OPARC,BCG0000855,Purchase Replacement < 30 Ft Bus,111204,64AC18-00710,63000.0,63000.0,0.0,63000.0,0,Open,,,,,,,,,Non-Profit Organization,,Montclair,San Bernardino,,No Match,1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,OPARC,BCG0000857,Purchase Replacement < 30 Ft Bus,111204,64AC18-00710,63000.0,63000.0,0.0,63000.0,0,Open,,,,,,,,,Non-Profit Organization,,Montclair,San Bernardino,,No Match,1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,OPARC,BCG0000858,Purchase Replacement < 30 Ft Bus,111204,64AC18-00710,63000.0,63000.0,0.0,63000.0,0,Open,,,,,,,,,Non-Profit Organization,,Montclair,San Bernardino,,No Match,1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Outreach & Escort Inc ,BCG0002519,Mobility Management,117L00,64AM18-01022,600000.0,600000.0,600000.0,0.0,0,In Development,,,,,448.0,OUTREACH,,,Non-Profit Organization,,San Jose,Santa Clara,OUTREACH Senior and Disabled Transportation and Resources,"Manual Match, Airtable",0,0,1,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Pace Solano,BCG0000512,Purchase Replacement < 30 Ft Bus,111204,64AC18-00656,63000.0,63000.0,0.0,63000.0,0,Open,,,,,,Pace Solano,,,Non-Profit Organization,,Vacaville,Solano,Pace Solano,Name Match; Airtable,1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Pace Solano,BCG0000513,Purchase Replacement < 30 Ft Bus,111204,64AC18-00656,63000.0,63000.0,0.0,63000.0,0,Open,,,,,,Pace Solano,,,Non-Profit Organization,,Vacaville,Solano,Pace Solano,Name Match; Airtable,1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Palo Verde Valley Transit Agency,BCG0000757,Purchase Replacement < 30 Ft Bus,111204,64AC18-00639,97000.0,97000.0,97000.0,0.0,0,Open,,,,9R02-99454,238.0,Palo Verde Valley Transit Agency,,PVVTA,Independent Public Agency or Authority of Transit Service,Rural Reporter,Blythe,Riverside,Desert Roadrunner,Name Match; NTD,1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Paratransit Services (Red Bluff),BCG0000356,Purchase Replacement < 30 Ft Bus,111204,64AC18-00608,-2672.42,67327.58,0.0,-2672.42,0,Open,,,,,,Paratransit Services Inc,,,Independent Agency,,Red Bluff,Tehama,"Glenn Ride,Glenn Dial-A-Ride","Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Paratransit Services (Red Bluff),BCG0000356,Purchase Replacement < 30 Ft Bus,111204,64AC18-00608,70000.0,67327.58,0.0,70000.0,0,Open,,,,,,Paratransit Services Inc,,,Independent Agency,,Red Bluff,Tehama,"Glenn Ride,Glenn Dial-A-Ride","Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Paratransit Services (Red Bluff),BCG0000357,Purchase Replacement < 30 Ft Bus,111204,64AC18-00608,-2672.42,67327.58,0.0,-2672.42,0,Open,,,,,,Paratransit Services Inc,,,Independent Agency,,Red Bluff,Tehama,"Glenn Ride,Glenn Dial-A-Ride","Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Paratransit Services (Red Bluff),BCG0000357,Purchase Replacement < 30 Ft Bus,111204,64AC18-00608,70000.0,67327.58,0.0,70000.0,0,Open,,,,,,Paratransit Services Inc,,,Independent Agency,,Red Bluff,Tehama,"Glenn Ride,Glenn Dial-A-Ride","Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Peppermint Ridge,BCG0000349,Purchase Replacement < 30 Ft Bus,111204,64AC18-00711,63000.0,63000.0,0.0,63000.0,0,Open,,,,,,Peppermint Ridge,,,Non-Profit Organization,,Corona,Riverside,Peppermint Ridge,Name Match; Airtable,1,0,0,0,0,0,0,0,1
2017,5310 Trad,CA-2017-169 | 0017000186-T,2017,Peppermint Ridge,BCG0000463,Purchase Replacement < 30 Ft Bus,111204,64AC18-00711,63000.0,63000.0,0.0,63000.0,0,Open,,,,,,Peppermint Ridge,,,Non-Profit Organization,,Corona,Riverside,Peppermint Ridge,Name Match; Airtable,1,0,0,0,0,0,0,0,1
