Stop ID #,Stop Abbreviation,Stop Location,Out/In,,Lat,Long,Shelter? Y/N,Type LNI/Wood,Small sign (ID),CHK Panel,MTD sign,# of Benches,Bench Type,Trashcan,# of cans,Trashcan Type,ADA,Notes,Pole,Link
831,StatOntN,State & Ontare,Inbound,,34.440325,-119.739774,no,,yes,Yes,yes,1,Green Wabash,yes,1,Green Wabash,Yes,,Green - Finial,"https://www.google.com/maps/place/State+%26+Ontare/@34.4403652,-119.7397293,3a,75y,228.4h,80.94t/data=!3m7!1e1!3m5!1ss9U6eMVsjYTwOwSxO9Hm3w!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3Ds9U6eMVsjYTwOwSxO9Hm3w%26cb_client%3Dsearch.gws-prod.gps%26w%3D86%26h%3D86%26yaw%3D217.59778%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m15!1m7!3m6!1s0x80e914d8cdf98f65:0x3e12408f1306725!2sState+%26+Ontare!8m2!3d34.440535!4d-119.740565!16s%2Fg%2F1tr8lx0q!3m6!1s0x80e914df2b33b1ad:0xfd8c71af1730c214!8m2!3d34.440325!4d-119.739774!10e5!16s%2Fg%2F1tkb5d_7?entry=ttu"
832,StatOrtO,State & Ortega,Outbound,,34.418475,-119.69767,no,,yes,,no,no,,no,,,,blue circle sign,,
834,OceaSaTO,Ocean & Sabado Tarde,Outbound,,34.411314,-119.853457,no,,yes,No,yes,1,Wooden,no,0,,No,Pole is a painted pole - no frame ,Green - Finial,"https://www.google.com/maps/place/Ocean+%26+Sabado+Tarde/@34.4113477,-119.8533889,3a,75y,254.88h,82.99t/data=!3m6!1e1!3m4!1sGtfjSln-rrcPooWC6H_63Q!2e0!7i16384!8i8192!4m15!1m7!3m6!1s0x80e93f694634199b:0x18c5a51872baa3a!2sOcean+%26+Sabado+Tarde!8m2!3d34.411161!4d-119.8533865!16s%2Fg%2F11dxksw_p3!3m6!1s0x80e93f6945b1adbd:0xd9d42f6e88e43fdb!8m2!3d34.41089!4d-119.853462!10e5!16s%2Fg%2F11jx1d6sw2?entry=ttu"
836,OlMiCoVO,Olive Mill & Coast Village,Outbound,,34.421903,-119.64004,no,,yes,No,yes,1,Green Wabash,yes,1,Green Wabash,Yes,,Green - Finial,"https://www.google.com/maps/place/Olive+Mill+%26+Coast+Village/@34.4219904,-119.6399596,3a,44.5y,222.62h,82.85t/data=!3m7!1e1!3m5!1s9HQU8f8IGeNLdHL0ts_ybA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3D9HQU8f8IGeNLdHL0ts_ybA%26cb_client%3Dsearch.gws-prod.gps%26w%3D86%26h%3D86%26yaw%3D214.00867%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m10!1m2!2m1!1sOlive+Mill+%26+Coast+Village!3m6!1s0x80e912482374d0bf:0xde25d9179db1aa83!8m2!3d34.421903!4d-119.64004!10e5!16s%2Fg%2F11b6y9f8mb?entry=ttu"
838,OlMiHoSO,Olive Mill & Hot Springs,Outbound,,34.42864,-119.640856,no,,yes,No,yes,1,Green Wabash,no,0,,No,,Green - Finial,"https://www.google.com/maps/place/Olive+Mill+%26+Hot+Springs/@34.4285947,-119.6408068,3a,35.9y,240.02h,82.16t/data=!3m7!1e1!3m5!1shpS3aYo7uByRsMqcuTdWkA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DhpS3aYo7uByRsMqcuTdWkA%26cb_client%3Dsearch.gws-prod.gps%26w%3D86%26h%3D86%26yaw%3D303.32022%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m7!3m6!1s0x80e9124f072ac28f:0x902e1823406b76ee!8m2!3d34.42864!4d-119.640856!10e5!16s%2Fg%2F11c6_gh_7b?entry=ttu"
839,OlMiOvMO,Olive Mill & Olive Mill Lane,Outbound,,34.423941,-119.640254,no,,yes,No,yes,no,,no,0,,No,,Galvinized Pole - Silver,"https://www.google.com/maps/place/Olive+Mill+%26+Olive+Mill+Lane/@34.4241237,-119.6402291,3a,18.6y,190.84h,84.63t/data=!3m6!1e1!3m4!1sYo8T3vwXjJc6lPVvujxZfA!2e0!7i16384!8i8192!4m7!3m6!1s0x80e91248f63b76f3:0xa3b0524c8bf7971f!8m2!3d34.423941!4d-119.640254!10e5!16s%2Fg%2F11g6wvtn4x?entry=ttu"
840,OlMiHoSN,Olive Mill & Hot Springs,Inbound,,34.42873,-119.640732,no,,yes,No,yes,no,,no,0,,Yes,,Galvinized Pole - Silver,"https://www.google.com/maps/place/Olive+Mill+%26+Hot+Springs/@34.4292932,-119.6410749,3a,17y,5.54h,88.61t/data=!3m6!1e1!3m4!1sqR7xmzmHVcB_ByoFV9hBzQ!2e0!7i16384!8i8192!4m15!1m7!3m6!1s0x80e9124f072ac28f:0x902e1823406b76ee!2sOlive+Mill+%26+Hot+Springs!8m2!3d34.42864!4d-119.640856!16s%2Fg%2F11c6_gh_7b!3m6!1s0x80e9124fa9dd9efb:0x83a5bd5498c25a4c!8m2!3d34.42873!4d-119.640732!10e5!16s%2Fg%2F1tslk0kz?entry=ttu"
843,PrimVerN,Primavera & Verano,Inbound,,34.447855,-119.760647,,,,,,,,,,,,Cannot locate stop,,
846,RancGutN,Rancheria & Gutierrez,Inbound,,34.410572,-119.69975,yes,LNI,yes,No,yes,1,Green Wabash,yes,1,Green Wabash,Yes,,Galvinized Pole - Silver,"https://www.google.com/maps/place/Rancheria+%26+Gutierrez/@34.4104111,-119.6996735,3a,42y,358.68h,87.52t/data=!3m6!1e1!3m4!1spYiZaF8biwZTyxp9d62klQ!2e0!7i16384!8i8192!4m15!1m7!3m6!1s0x80e9147428542715:0xb56ed74b147bd3aa!2sRancheria+%26+Gutierrez!8m2!3d34.410478!4d-119.6997295!16s%2Fg%2F11g6x6y7km!3m6!1s0x80e91474283aa21d:0x2523a0bd6bc9105!8m2!3d34.410534!4d-119.699714!10e5!16s%2Fg%2F1tdw3stq?entry=ttu"
847,RhodLaRo,Rhoads & La Roda,n/a,,34.427411,-119.79872,no,,yes,No,yes,no,,no,0,,Yes,Booster 2410,Galvinized Pole - Silver,"https://www.google.com/maps/place/Rhoads+%26+La+Roda/@34.4273622,-119.7986735,3a,35.4y,316.29h,84.12t/data=!3m6!1e1!3m4!1s-S28zJeRxoPx0012DTlKog!2e0!7i16384!8i8192!4m16!1m8!3m7!1s0x80e93fe507fb6993:0x1df60c1ab37876bc!2sRhoads+Ave+%26+La+Roda+Ave,+California+93111!3b1!8m2!3d34.4273361!4d-119.7983241!16s%2Fg%2F11h9zrtbdf!3m6!1s0x80e93fe508f9d673:0x259b7e4ff9c4b07b!8m2!3d34.427411!4d-119.79872!10e5!16s%2Fg%2F1tvm3240?entry=ttu"
848,RhodSaMa,Rhoads & San Marcos,n/a,,34.428081,-119.795769,no,,yes,No,yes,no,,no,0,,Yes,Booster 2410,Galvinized Pole - Silver,"https://www.google.com/maps/place/Rhoads+%26+San+Marcos/@34.4281122,-119.7956198,3a,41.3y,266.44h,89.59t/data=!3m6!1e1!3m4!1st-WmLZTa18_H8WHiTPl6JQ!2e0!7i16384!8i8192!4m7!3m6!1s0x80e93fe489071b6f:0x249a51f10d6af578!8m2!3d34.428081!4d-119.795769!10e5!16s%2Fg%2F1v62hzkr?entry=ttu"
856,SaliPadN,Salisbury & Padova,Inbound,,34.437079,-119.895155,no,,yes,No,yes,1,Concrete,no,0,,Yes,Yes,Galvinized Pole - Silver,"https://www.google.com/maps/place/Salisbury+%26+Padova/@34.4370328,-119.8952549,3a,33.7y,79.58h,82.52t/data=!3m7!1e1!3m5!1sdoVqZrPKD-G0CNk3DBYOhQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DdoVqZrPKD-G0CNk3DBYOhQ%26cb_client%3Dsearch.gws-prod.gps%26w%3D86%26h%3D86%26yaw%3D57.328896%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m15!1m7!3m6!1s0x80e94739b203d1ed:0xc9a664d2f36505af!2sSalisbury+%26+Padova!8m2!3d34.4370515!4d-119.8952345!16s%2Fg%2F11c6_spdbk!3m6!1s0x80e94739b220ed5b:0x1fe473a3a2f53193!8m2!3d34.437079!4d-119.895155!10e5!16s%2Fg%2F11dxkcpxpn?entry=ttu"
858,SaMaCaRN,San Marcos & Calle Real,Inbound,,34.442538,-119.797363,no,,yes,No,yes,1,Wooden,no,0,,Yes,,Galvinized Pole - Silver,"https://www.google.com/maps/place/San+Marcos+%26+Calle+Real/@34.4426013,-119.7972638,3a,17.2y,232.78h,83.58t/data=!3m7!1e1!3m5!1sFhQVvPor5OCkzKfkxtFwhA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DFhQVvPor5OCkzKfkxtFwhA%26cb_client%3Dsearch.gws-prod.gps%26w%3D86%26h%3D86%26yaw%3D226.40291%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m7!3m6!1s0x80e94007016c9c9d:0x962595bd2f2e35d2!8m2!3d34.442538!4d-119.797363!10e5!16s%2Fg%2F1tmpf7cj?entry=ttu"
861,SaOnLaPN,San Onofre & Las Positas,Inbound,,34.432328,-119.73345,No,,yes,Yes,yes,1,Wooden,no,0,,No,,Green - Finial,"https://www.google.com/maps/place/San+Onofre+%26+Las+Positas/@34.432393,-119.7335539,3a,39.5y,139.93h,89.55t/data=!3m6!1e1!3m4!1sw3kZ8uLaSAQDZ7uMfK9YUQ!2e0!7i16384!8i8192!4m15!1m7!3m6!1s0x80e914e67beac7ed:0x4e4b5df22105f51!2sSan+Onofre+%26+Las+Positas!8m2!3d34.432373!4d-119.7334705!16s%2Fg%2F11dxkq51wp!3m6!1s0x80e914e67bdc4671:0xd0f3efa97898c17d!8m2!3d34.432328!4d-119.73345!10e5!16s%2Fg%2F11dxkflh_7?entry=ttu"
863,SaPaOrtN,San Pascual & Ortega,Inbound,,34.412529,-119.705,yes,LNI,yes,Yes,yes,1,Green Wabash,yes,1,Green Wabash,Yes,,,"https://www.google.com/maps/place/San+Pascual+%26+Ortega/@34.412526,-119.7050813,3a,34.3y,87.48h,84.33t/data=!3m7!1e1!3m5!1shXmCSXXSLt-uL3NBwjczoA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DhXmCSXXSLt-uL3NBwjczoA%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D100.23868%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m15!1m7!3m6!1s0x80e91470f96a5461:0xad7f704c2957f48e!2sSan+Pascual+%26+Ortega!8m2!3d34.412119!4d-119.704602!16s%2Fg%2F11h1nq27r!3m6!1s0x80e91470f7998cef:0xb44787fb5ec4accb!8m2!3d34.412529!4d-119.705!10e5!16s%2Fg%2F1td4q007?entry=ttu"
864,SaYsMoVO,San Ysidro & Monte Vista,Outbound,,34.426394,-119.63146,No,,yes,No,yes,no,,no,0,,No,,Green - Finial,"https://www.google.com/maps/place/San+Ysidro+%26+Monte+Vista/@34.4262073,-119.6315744,3a,39.4y,131.3h,88.96t/data=!3m6!1e1!3m4!1sRGeniMRzx4XhyOaVS6VobA!2e0!7i16384!8i8192!4m16!1m8!3m7!1s0x80e9124126d43199:0xfa69c5e1f7365294!2sSan+Ysidro+%26+Monte+Vista!8m2!3d34.426394!4d-119.63146!10e5!16s%2Fg%2F1txfpgg8!3m6!1s0x80e9124126d43199:0xfa69c5e1f7365294!8m2!3d34.426394!4d-119.63146!10e5!16s%2Fg%2F1txfpgg8?entry=ttu"
865,StatYanN,State & Yanonali,Inbound,,34.414055,-119.69195,No,,no,,no,1,,yes,,,,blue circle sign,,
867,SaYsSaRO,San Ysidro & Santa Rosa,Outbound,,34.432986,-119.63188,No,,yes,No,yes,1,Green Wabash,yes,1,Green Wabash,Yes,Memorial Bench,Green - Finial,"https://www.google.com/maps/place/San+Ysidro+%26+Santa+Rosa/@34.433103,-119.6320353,3a,16.2y,45.36h,89.85t/data=!3m6!1e1!3m4!1sgWBeJvvFPEFGHvZIL-KV_w!2e0!7i16384!8i8192!4m7!3m6!1s0x80e912435ac08dd7:0xe7cb9e0880a00ba3!8m2!3d34.432986!4d-119.63188!10e5!16s%2Fg%2F1tgb7nxd?entry=ttu"
868,SaYsSiDO,San Ysidro & Sinaloa,Outbound,,34.429185,-119.63155,No,,yes,No,yes,1,Green Wabash,no,0,,No,Memorial Bench,Green - Finial,"https://www.google.com/maps/place/San+Ysidro+%26+Sinaloa/@34.4292878,-119.6316629,3a,43.2y,130.28h,88.17t/data=!3m6!1e1!3m4!1s-ECp5MuJrmsrnWyJYJ348A!2e0!7i16384!8i8192!4m7!3m6!1s0x80e91243e44be329:0x6170886bfb7abbea!8m2!3d34.429185!4d-119.63155!10e5!16s%2Fg%2F1tj5r14d?entry=ttu"
871,ShBiWN,Sheffield & Birnam Wood Gate,Inbound,,34.431662,-119.604609,No,,yes,No,yes,no,,no,0,,No,,Green - Finial,"https://www.google.com/maps/place/Sheffield+%26+Birnam+Wood+Gate/@34.4315434,-119.6046042,3a,43.4y,356.02h,87.11t/data=!3m6!1e1!3m4!1sjYRwFNi4PAV2Ye3hTgLBZA!2e0!7i16384!8i8192!4m7!3m6!1s0x80e9127545bc42dd:0x3863a752812e9f40!8m2!3d34.431662!4d-119.604609!10e5!16s%2Fg%2F1tcvjdk7?entry=ttu"
872,ShSaLN,Sheffield & San Leandro,Inbound,,34.423783,-119.61315,No,,yes,,yes,1,Wooden,no,0,,No,,Green - Finial,"https://www.google.com/maps/place/Sheffield+%26+San+Leandro/@34.4233409,-119.6131975,3a,41.7y,319.26h,86.28t/data=!3m6!1e1!3m4!1sMheByRwiM3iy09_sb9aR0w!2e0!7i16384!8i8192!4m7!3m6!1s0x80e9120dd978c571:0xa2f81e86f3425e0f!8m2!3d34.423783!4d-119.61315!10e5!16s%2Fg%2F1th5_31c?entry=ttu"
874,SoleGutO,Soledad & Gutierrez,Outbound,,34.428524,-119.680582,No,,yes,No,yes,1,Concrete,no,0,,,"Stop closed - Crosstown Shuttle / Pole painted green, no frame",Green - Finial,"https://www.google.com/maps/place/Soledad+%26+Gutierrez/@34.4284181,-119.6805548,3a,36.4y,5.36h,84.7t/data=!3m6!1e1!3m4!1s7Tsgu3lBClVAKQpX0u8lTg!2e0!7i16384!8i8192!4m7!3m6!1s0x80e9139db5aee4f5:0x1414c7f4c20492ed!8m2!3d34.428524!4d-119.680582!10e5!16s%2Fg%2F1vxw8kzr?entry=ttu"
876,StorElCO,Storke & El Colegio,Outbound,,34.419003,-119.86957,yes,LNI,yes,No,yes,1,Green Wabash,no,0,,Yes,,LNI Shelter,"https://www.google.com/maps/place/Storke+%26+El+Colegio/@34.4182961,-119.8696967,3a,36.8y,63.6h,87.55t/data=!3m6!1e1!3m4!1sgWuactobzef0BYlGOjVr1w!2e0!7i16384!8i8192!4m7!3m6!1s0x80e93f5825ff84b1:0x6b87844894f6f571!8m2!3d34.419003!4d-119.86957!10e5!16s%2Fg%2F11b6ybr8st?entry=ttu"
877,StorSaFN,Storke & Santa Felicia,Inbound,,34.426371,-119.86987,No,,yes,No,yes,no,,no,0,,Yes,,Galvinized Pole - Silver,"https://www.google.com/maps/place/Storke+%26+Santa+Felicia/@34.4266657,-119.8697372,3a,15y,206.14h,88.38t/data=!3m6!1e1!3m4!1sKahU92MELJ5x_ZVW3BMGxw!2e0!7i16384!8i8192!4m11!1m2!2m1!1sStorke+%26+Santa+Felicia!3m7!1s0x80e940a5f8666509:0xb2135cc84b16242e!8m2!3d34.426371!4d-119.86987!10e5!15sChZTdG9ya2UgJiBTYW50YSBGZWxpY2lhkgEIYnVzX3N0b3DgAQA!16s%2Fg%2F11b6yllnx0?entry=ttu"
879,StorPheN,Storke & Phelps,Inbound,,34.423789,-119.86986,yes,LNI,yes,No,yes,2,Green Wabash,yes,1,Green Wabash,No,,LNI Shelter,"https://www.google.com/maps/place/Storke+%26+Phelps/@34.4238631,-119.8697767,3a,18.3y,211.54h,85.65t/data=!3m6!1e1!3m4!1syR4zsBJUCOVF2HCx03SnMg!2e0!7i16384!8i8192!4m15!1m7!3m6!1s0x80e940a6219ad04b:0x136f87f41107e83!2sStorke+%26+Phelps!8m2!3d34.424544!4d-119.86956!16s%2Fg%2F1w04kdy8!3m6!1s0x80e940a629c9ca3b:0xc020408e9546bc2a!8m2!3d34.423789!4d-119.86986!10e5!16s%2Fg%2F11b6y9c0ct?entry=ttu"
884,CdlaTorO,Calle De Los Amigos & Torino,Outbound,,34.422514,-119.750308,no,,yes,No,yes,1,Wooden,yes,1,City Can (Dome),Yes,,Galvinized Pole - Silver,"https://www.google.com/maps/@34.422549,-119.750434,3a,17.4y,32.36h,86.88t/data=!3m6!1e1!3m4!1s_dmsQu0F2h2Qf434eK-Wzw!2e0!7i16384!8i8192?entry=ttu"
885,ToriPalN,Torino & Palermo,Inbound,,34.425021,-119.74742,no,,yes,No,yes,1,Wooden,no,0,,No,Bob repaired and repainted bench 07/15/2024,Galvinized Pole - Silver,"https://www.google.com/maps/place/Torino+%26+Palermo/@34.425071,-119.7476222,3a,37.4y,116.19h,84.84t/data=!3m6!1e1!3m4!1sVQRmGIUxTDTH5wCqFJu5Gw!2e0!7i16384!8i8192!4m7!3m6!1s0x80e9151c91bf4831:0x9280bc6558eb9020!8m2!3d34.425021!4d-119.74742!10e5!16s%2Fg%2F11c6_hl0bd?entry=ttu"
887,TreaTalN,Treasure & Tallant,Inbound,,34.431015,-119.732,no,,yes,Yes,yes,1,Green Wabash,yes,1,Green Wabash,Yes,Pole is painted green - no frame,Green - Finial,"https://www.google.com/maps/place/Treasure+%26+Tallant/@34.4310673,-119.7319273,3a,44y,219.6h,91.1t/data=!3m7!1e1!3m5!1stUCodvcOkoeqhnXwuYxc5A!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DtUCodvcOkoeqhnXwuYxc5A%26cb_client%3Dsearch.gws-prod.gps%26w%3D86%26h%3D86%26yaw%3D210.00928%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m7!3m6!1s0x80e914e5931669bb:0x5e8a25953bede4cd!8m2!3d34.431015!4d-119.732!10e5!16s%2Fg%2F1tj7fccy?entry=ttu"
889,TurnLaGN,Turnpike & La Gama,Inbound,,34.446209,-119.78971,no,,yes,No,yes,no,,no,0,,Yes,,Galvinized Pole - Silver,"https://www.google.com/maps/place/Turnpike+%26+La+Gama/@34.4462987,-119.7899097,3a,16.4y,337.72h,90.5t/data=!3m6!1e1!3m4!1sfa54xVUc3lE3Rvq6oVLMWg!2e0!7i16384!8i8192!4m15!1m7!3m6!1s0x80e94001ec328b75:0x65507aeefee6fa3c!2sTurnpike+%26+La+Gama!8m2!3d34.446413!4d-119.7900605!16s%2Fg%2F11c6_skny7!3m6!1s0x80e94001e889a055:0x85151eb70d9e6738!8m2!3d34.446147!4d-119.789722!10e5!16s%2Fg%2F11g6wxpcvl?entry=ttu"
890,UnivPaN,University & Patterson,Inbound,,34.44537,-119.80724,no,,yes,No,yes,1,Wooden,no,0,,Yes,,Galvinized Pole - Silver,"https://www.google.com/maps/place/University+%26+Patterson/@34.4453992,-119.8072327,3a,43.4y,230.23h,85.43t/data=!3m7!1e1!3m5!1sfywCfbbUG_FRJGVOQY1Jpg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DfywCfbbUG_FRJGVOQY1Jpg%26cb_client%3Dsearch.gws-prod.gps%26w%3D86%26h%3D86%26yaw%3D177.72229%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m15!1m7!3m6!1s0x80e9400dcc062475:0x9d1fc0e71fbe50dc!2sUniversity+%26+Patterson!8m2!3d34.445394!4d-119.807361!16s%2Fg%2F11g6x6xmg_!3m6!1s0x80e9400dcc48a1af:0xbd1d01fc2ecc9eda!8m2!3d34.44537!4d-119.80724!10e5!16s%2Fg%2F11c6_chfc6?entry=ttu"
891,UnivRibN,University & Ribera,Inbound,,34.445226,-119.803329,no,,yes,No,yes,no,,no,0,,Yes,,Galvinized Pole - Silver,"https://www.google.com/maps/place/University+%26+Ribera/@34.4453309,-119.8033759,3a,17.6y,163.24h,86.16t/data=!3m7!1e1!3m5!1sSKdW9tya-w6AWRGejkECPw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DSKdW9tya-w6AWRGejkECPw%26cb_client%3Dsearch.gws-prod.gps%26w%3D86%26h%3D86%26yaw%3D152.39758%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m15!1m7!3m6!1s0x80e9400f1ddecfe5:0xe18883451bc60166!2sUniversity+%26+Ribera!8m2!3d34.44527!4d-119.8032865!16s%2Fg%2F11dxkt0vdy!3m6!1s0x80e9400f1e0c0025:0x73dadc5140f62f8f!8m2!3d34.445226!4d-119.803329!10e5!16s%2Fg%2F11g6wtbg_9?entry=ttu"
892,StatValN,State & Valerio,Inbound,,34.42809,-119.711089,no,,yes,Yes,yes,1,Wooden,no,0,,Yes,,Green - Finial,"https://www.google.com/maps/place/State+%26+Valerio/@34.4280857,-119.7109823,3a,36.9y,268.11h,84.97t/data=!3m7!1e1!3m5!1sum9RE4CyMpmeBaBaaXjiFA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3Dum9RE4CyMpmeBaBaaXjiFA%26cb_client%3Dsearch.gws-prod.gps%26w%3D86%26h%3D86%26yaw%3D261.93332%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m15!1m7!3m6!1s0x80e9148ed6b1ced3:0xe8dbafbba368bf23!2sState+%26+Valerio!8m2!3d34.42819!4d-119.7110795!16s%2Fg%2F11c6_rmycl!3m6!1s0x80e9148ed4490c2f:0xa6e1f45c8c18df21!8m2!3d34.42809!4d-119.711089!10e5!16s%2Fg%2F1tfh4zj2?entry=ttu"
893,UnivSaMN,University & San Marcos,Inbound,,34.445126,-119.797221,no,,yes,No,yes,no,,no,0,,Yes,,Galvinized Pole - Silver,"https://www.google.com/maps/place/University+%26+San+Marcos/@34.445177,-119.7973638,3a,47.3y,158.45h,77.04t/data=!3m6!1e1!3m4!1smAgkNa_QzA_rsRB_NTrumQ!2e0!7i16384!8i8192!4m10!1m2!2m1!1sUniversity+%26+San+Marcos!3m6!1s0x80e9400683d3ed61:0xfcbb3dc4e72a0dfb!8m2!3d34.445126!4d-119.797221!10e5!16s%2Fg%2F11dxkh6mdt?entry=ttu"
894,ValeGilN,Valerio & Gillespie,Inbound,,34.418258,-119.720821,no,,yes,No,yes,1,Green Wabash,no,0,,Yes,Pole painted green - no frame,Green - Finial,"https://www.google.com/maps/place/Valerio+%26+Gillespie/@34.4182752,-119.7208549,3a,59.2y,144.79h,83.26t/data=!3m7!1e1!3m5!1syfDl-p8VfHBLA613PEOmvA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DyfDl-p8VfHBLA613PEOmvA%26cb_client%3Dsearch.gws-prod.gps%26w%3D86%26h%3D86%26yaw%3D123.51781%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m7!3m6!1s0x80e9145fc87fac55:0xb43a2a990b8b78cb!8m2!3d34.418258!4d-119.720821!10e5!16s%2Fg%2F1tff3blf?entry=ttu"
898,VeraPriO,Verano & Primavera,Outbound,,34.447595,-119.760515,no,,yes,No,yes,no,,no,0,,Yes,,Galvinized Pole - Silver,"https://www.google.com/maps/place/Verano+%26+Primavera/@34.4472788,-119.7605398,3a,15.1y,5.68h,85.55t/data=!3m6!1e1!3m4!1sZC519ABo_bd_kWqUUz0VDA!2e0!7i16384!8i8192!4m15!1m7!3m6!1s0x80e915348643b607:0x71abc915f7fe5bd5!2sVerano+%26+Primavera!8m2!3d34.447725!4d-119.760581!16s%2Fg%2F11g6x4801k!3m6!1s0x80e9153487754c69:0xe7fa933af2e24db3!8m2!3d34.447595!4d-119.760515!10e5!16s%2Fg%2F11c6_c6v_1?entry=ttu"
899,VeraSaMN,Verano & San Martin,Inbound,,34.445181,-119.760551,no,,yes,No,yes,no,,no,0,,Yes,Booster 2730,Galvinized Pole - Silver,"https://www.google.com/maps/place/Primavera+%26+Verano/@34.445183,-119.7604929,3a,47.6y,221.87h,80.3t/data=!3m7!1e1!3m5!1sX9fNLgE8WXKZtvHf_N_G3Q!2e0!5s20180801T000000!7i16384!8i8192!4m16!1m8!3m7!1s0x80e9153485ee7105:0x7f30a111645485ed!2sPrimavera+%26+Verano!8m2!3d34.447855!4d-119.760647!10e5!16s%2Fg%2F1v6l7t6h!3m6!1s0x80e9153485ee7105:0x7f30a111645485ed!8m2!3d34.447855!4d-119.760647!10e5!16s%2Fg%2F1v6l7t6h?entry=ttu"
900,VeraSaMO,Verano & San Martin,Outbound,,34.445351,-119.760353,no,,yes,No,yes,no,,no,0,,Yes,,Street lamp,"https://www.google.com/maps/place/Verano+%26+San+Martin/@34.4452035,-119.7604901,3a,36.4y,53.45h,89.27t/data=!3m6!1e1!3m4!1siAnz5pWJ9So5SBvYUCPMQw!2e0!7i16384!8i8192!4m7!3m6!1s0x80e9153404009bad:0x12806235484b9b35!8m2!3d34.445351!4d-119.760353!10e5!16s%2Fg%2F11c6_d4lnf?entry=ttu"
902,ViRePaEN,Via Real & Padaro East,Inbound,,34.411026,-119.551985,no,,yes,,yes,1,,no,,,Yes,,Galvinized Pole - Silver,"https://www.google.com/maps/place/Via+Real+%26+East+Padaro/@34.4111202,-119.5519836,3a,36.7y,185.06h,84.77t/data=!3m6!1e1!3m4!1s2ICm4EI8994G7YNpHV2x1w!2e0!7i16384!8i8192!4m15!1m7!3m6!1s0x80e90e892563b625:0xa48e33695beed7e1!2sVia+Real+%26+East+Padaro!8m2!3d34.411364!4d-119.552148!16s%2Fg%2F1tgnrzqb!3m6!1s0x80e90e8930f3cb71:0x75ef0df7a17cdad6!8m2!3d34.411026!4d-119.551985!10e5!16s%2Fg%2F11g6wt8vkt?entry=ttu"
903,ViReJimN,Via Real & Via Real Flowers,Inbound,,34.407162,-119.547478,no,,yes,No,yes,no,,no,0,,No,Was listed here as Via Real + Jimenez,Galvinized Pole - Silver,"https://www.google.com/maps/place/Via+Real+%26+Via+Real+Flowers+%233896/@34.407223,-119.5475289,3a,43.6y,170.46h,79.75t/data=!3m6!1e1!3m4!1sQQwK-go5yex6ymDnDRE1EA!2e0!7i16384!8i8192!4m10!1m2!2m1!1sVia+Real+%26+Jimenez+Nursery!3m6!1s0x80e90e8d436c8c89:0xa8ec88ff6e9d7d24!8m2!3d34.407072!4d-119.547339!10e5!16s%2Fg%2F1thp895q?entry=ttu"
