key,year,ntd_id,number_of_state_counties,tam_tier,personal_vehicles,density,uza_name,tribal_area_name,service_area_sq_miles,total_voms,city,fta_recipient_id,region,state_admin_funds_expended,zip_code_ext,zip_code,ueid,address_line_2,number_of_counties_with_service,reporter_acronym,original_due_date,sq_miles,address_line_1,p_o__box,fy_end_date,reported_by_ntd_id,population,reporting_module,service_area_pop,subrecipient_type,state,volunteer_drivers,primary_uza,doing_business_as,reporter_type,legacy_ntd_id,voms_do,url,reported_by_name,voms_pt,organization_type,agency_name,_valid_from,_valid_to,_is_current
6340dacc55d353f6ca93c798a7e1788b,2022,31022,,Tier II,,,,,,0.0,Weirton,,3.0,,4637.0,26062.0,THESL9JV23N1,,,,1667174400000,,3158 West St,,1656547200000,3R05,,Asset,,Asset Subrecipient,WV,,,,Reduced Asset Reporter,,,www.changeinc.org,West Virginia Department of Transportation,,Corporation,"CHANGE, Inc.",2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
3d4cb857159504a167605b87e291f6b1,2022,366,,Tier II,0.0,,,,,2.0,Morton,1724.0,10.0,,789.0,98356.0,,,,L.E.W.I.S. Mountain Highway Transit,1682812800000,,,789,1672444800000,0R03,,Rural,,Rural General Public Transit,WA,0.0,,,Rural Reporter,0R03-030,2.0,https://www.lmtaaa.org/,Washington State Department of Transportation,,Corporation,White Pass Community Services Coalition,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
169c1ad7761d93330d44a2a3951e4a06,2022,391,,Tier II,0.0,,,,,18.0,Juneau,1725.0,10.0,,1332.0,99801.0,WEDBSKEPJJW5,,,Capital Transit,1667174400000,,155 S Seward St,,1656547200000,0R04,,Rural,,Rural General Public Transit,AK,0.0,,,Rural Reporter,0R04-005,13.0,http://www.juneau.org/capitaltransit/index.php,Alaska Department of Transportation,5.0,County or Local Government Unit or Department of Transportation,City and Borough of Juneau,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
e81e5739cb38985697eadb8cc8cb067c,2022,40017,,Tier II,,3758.0,"Lexington-Fayette, KY",,284.0,95.0,Lexington,1104.0,4.0,,1272.0,40508.0,D6ELHXJ2GPZ9,,,,1667174400000,83.99,200 W Loudon Ave,,1656547200000,,315631.0,Urban,295803.0,,KY,,,Lextran,Full Reporter,4017,49.0,http://www.lextran.com/,,46.0,Public Agency or Authority of Transit Service,Lexington Transit Authority,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
56a8bdc1b063788c61f555ce6cdcbd4f,2022,40057,,Tier II,,1525.0,"Jackson, TN",,48.0,17.0,Jackson,1122.0,4.0,,6808.0,38301.0,TS7EBVDTKXQ6,,,JTA,1667174400000,47.74,38 Eutah St,102,1656547200000,,72809.0,Urban,68114.0,,TN,,,,Full Reporter,4057,17.0,http://www.ridejta.com/,,,Public Agency or Authority of Transit Service,Jackson Transit Authority,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
2e5943b6ba4910a611328bb5b8164ad3,2022,40058,,Tier II,,1346.0,"Rome, GA",,32.0,12.0,Rome,2897.0,4.0,,3011.0,30161.0,L7MBVGKKS1L3,,,RTD,1682812800000,44.89,601 Broad St,1433,1672444800000,,60403.0,Urban,36323.0,,GA,,,City of Rome Transit Department,Full Reporter,4058,12.0,https://www.romefloyd.com/departments/transit-department,,,County or Local Government Unit or Department of Transportation,City of Rome ,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
6baba341627f1a735fe27c4f4fe9105b,2022,40165,,Tier II,,2415.0,"San Juan, PR",,27.0,7.0,Juncos,3050.0,4.0,,1706.0,777.0,JHB1NRYSAWJ4,,,STJ,1667174400000,763.6,Paseo Escute,1706,1656547200000,,1844410.0,Urban,38155.0,,PR,,,,Reduced Reporter,4165,7.0,none,,,County or Local Government Unit or Department of Transportation,Municipality of Juncos,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
8bc5d8bd53edb438af29692c26dc28ac,2022,40909,,Tier II,0.0,,,,,15.0,Jackson,1003.0,4.0,,9689.0,41339.0,DWKDUEE1DT59,,,MKRADC,1667174400000,,171 Howell Hts,,1656547200000,4R04,,Rural,,Rural General Public Transit,KY,0.0,,,Rural Reporter,4R04-024,15.0,www.mkcap.org,Kentucky Transportation Cabinet,,Corporation,"Middle Kentucky River Area Development Council, Inc.",2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
ada6384d2a09c8fcde2e213baf4f3b97,2022,41031,,Tier II,0.0,,,,,7.0,Snow Hill,1005.0,4.0,,1331.0,28580.0,VCU5LD71N9U3,,,Greene County Transportation,1667174400000,,229 Kingold Blvd Ste D,,1656547200000,4R06,,Rural,,Rural General Public Transit,NC,0.0,,,Rural Reporter,4R06-018,7.0,http://www.co.greene.nc.us/,North Carolina Department of Transportation,,County or Local Government Unit or Department of Transportation,Greene County,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
785f4b85d4ec0da6dc5e1da95fbd9712,2022,41053,,Tier II,0.0,,,,,30.0,Murray,1003.0,4.0,,8750.0,42071.0,WL2HJCV1V7S3,,,MCTA,1667174400000,,1111 Transit Way,,1656547200000,4R04,,Rural,,Rural General Public Transit,KY,0.0,,,Rural Reporter,4R04-011,30.0,http://www.murraytransit.com/,Kentucky Transportation Cabinet,,Public Agency or Authority of Transit Service,Murray-Calloway County Transit Authority,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
cc7ce10db1f54c4c56b156095d539315,2022,41060,,Tier II,0.0,,,,798.0,8.0,Key West,1001.0,4.0,,4854.0,33040.0,WU3HVNKJNKX1,,,,1667174400000,,1300 White St,1078,1656547200000,4R02,,Rural,1001311.0,Rural General Public Transit,FL,0.0,,,Rural Reporter,4R02-009,8.0,www.kwtransit.com/,Florida Department of Transportation,,County or Local Government Unit or Department of Transportation,City of Key West Department of Transportation,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
a6a8d9bcfe54f7e7970caf63e8d0f5df,2022,41102,,Tier II,0.0,,,,,5.0,Gatlinburg,1007.0,4.0,,5644.0,37738.0,MHGBW4WWU1Q6,,,,1667174400000,,1230 E Parkway,5,1656547200000,4R08,,Rural,,Rural General Public Transit,TN,0.0,,,Rural Reporter,4R08-011,5.0,http://www.gatlinburgtrolley.org,Tennessee Department of Transportation,,County or Local Government Unit or Department of Transportation,City of Gatlinburg,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
25dd82d62ad1000b9ff936f05c8ca592,2022,41131,,Tier II,0.0,,,,,8.0,Rich Square,1005.0,4.0,,9527.0,27869.0,LUC2AWW6JDS3,,,CPTA,1667174400000,,505 N Main St,320,1656547200000,4R06,,Rural,,Rural General Public Transit,NC,0.0,,,Rural Reporter,4R06-060,8.0,www.choanokepta.org,North Carolina Department of Transportation,,Corporation,Choanoke Public Transportation Authority,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
b89721e5c6e697c0e840e0f4df6badb1,2022,443,,Tier II,,,,,,0.0,New Meadows,,10.0,,,83654.0,,,,NM,1667174400000,,,399,1656547200000,0R01,,Asset,,Asset Subrecipient,ID,,,,Reduced Asset Reporter,,,www.eoaidaho.org,Idaho Transportation Department,,Corporation,New Meadows Senior Center,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
b95516fe76da537359e2965b411add27,2022,4R01,67.0,Tier II,,,,,,0.0,Montgomery,1000.0,4.0,3012785.0,2060.0,36110.0,VF4PU4LC85T3,Rm. C-118,51.0,ALDOT,1675123200000,,1409 Coliseum Boulevard,,1664496000000,,,Rural,,,AL,,,,State Reporter,4R01,,http://www.dot.state.al.us/,,,,Alabama Department of Transportation,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
442db82f567c0f6a0d4ff860c79c8184,2022,50031,,Tier I (Fixed Route VOMS),,2940.0,"Detroit, MI",,1074.0,269.0,Detroit,1209.0,5.0,,3515.0,48226.0,C2BVL7YAWEF2,Suite 600,,SMART,1667174400000,1284.83,535 Griswold St Buhl Bldg Ste 600,,1656547200000,,3776890.0,Urban,3424477.0,,MI,,,,Full Reporter,5031,250.0,http://www.smartbus.org/,,19.0,Public Agency or Authority of Transit Service,Suburban Mobility Authority for Regional Transportation,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
6b2958be72b045e7e95c52f168e01d58,2022,50262,,Tier II,0.0,,,,,4.0,Morris,2039.0,5.0,,,56267.0,LU5KKVZVLFZ9,,,,1667174400000,,609 Oregon Ave,,1656547200000,5R04,,Rural,,Rural General Public Transit,MN,0.0,,,Rural Reporter,5R04-026,4.0,http://www.ci.morris.mn.us,Minnesota Department of Transportation ,,Public Agency or Authority of Transit Service,"Morris, City of",2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
c6a7a3dc14fdce78474c79bfa7083809,2022,50339,,Tier II,0.0,,,,,8.0,Sparta,1177.0,5.0,,1167.0,62286.0,VCBLDNDZWNL4,,,,1667174400000,,1320 Melmar Dr,,1656547200000,5R01,,Rural,,Rural General Public Transit,IL,0.0,,,Rural Reporter,5R01-046,8.0,goMRTD.com,Illinois Department of Transportation,,County or Local Government Unit or Department of Transportation,Monroe Randolph Transit District,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
b5525e6348629143abb8b9115d8d30ae,2022,50363,,Tier II,0.0,,,,,12.0,Portsmouth,1225.0,5.0,,3950.0,45662.0,L2RTVEQU52B8,ROOM 103,,ASC,1682812800000,,602 7Th Street,,1672444800000,5R05,,Rural,,Rural General Public Transit,OH,0.0,,,Rural Reporter,5R05-071,12.0,http://www.asctransit.org/id24.html,Ohio Department of Transportation,,County or Local Government Unit or Department of Transportation,Scioto County/Access Scioto County,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
e16edc44360e54c03b16dcc239f9b712,2022,50401,,Tier II,0.0,,,,,17.0,Ashland,1245.0,5.0,,2301.0,54806.0,RPBMHUPKVHG8,,,BART,1667174400000,,2216 6Th St E,,1656547200000,5R06,,Rural,,Rural General Public Transit,WI,0.0,,,Rural Reporter,5R06-008,17.0,http://www.bartbus.com,Wisconsin Department of Transportation,,Public Agency or Authority of Transit Service,Bay Area Rural Transit Commission,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
cd1b6f6130d6f29f9042b4e4fe984325,2022,50416,,Tier II,0.0,,,,,10.0,Big Rapids,1207.0,5.0,,,49307.0,,,,MOTA,1675123200000,,18710 16 Mile Rd.,1116,1664496000000,5R03,,Rural,,Rural General Public Transit,MI,0.0,,,Rural Reporter,5R03-051,10.0,http://www.motaonline.net,Michigan Department of Transportation,,Public Agency or Authority of Transit Service,Mecosta Osceola Transit Authority,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
1e82a7ac7756a80db5250ad5e2068e5d,2022,50418,,Tier II,0.0,,,,,4.0,Tomah,1245.0,5.0,,2046.0,54660.0,CB92BDWJDJ37,,,,1667174400000,,819 Superior Ave,,1656547200000,5R06,,Rural,,Rural General Public Transit,WI,0.0,,,Rural Reporter,5R06-062,,http://www.tomahonline.com,Wisconsin Department of Transportation,4.0,County or Local Government Unit or Department of Transportation,City of Tomah,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
07365f9bfa0d90b44249d13d7de6aafc,2022,55652,,Tier II,,,,,,0.0,Menomonie,,5.0,,2331.0,54751.0,Y6XCU6PDCT75,,,,1667174400000,,2920 Schneider Ave Se,,1656547200000,5R06,,Asset,,Asset Subrecipient,WI,,,,Reduced Asset Reporter,,,http://cilww.com/transportation-services/,Wisconsin Department of Transportation,,Corporation,Center for Independent Living-Western Wisconsin,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
0192e7abf09fe0a15d859ab7c3c9c14d,2022,60159,,Tier II,0.0,,,,,43.0,Levelland,1567.0,6.0,,4733.0,79336.0,JY5LJ6AVBB15,,,SPARTAN,1675123200000,,411 Austin St,610,1661904000000,6R05,,Rural,,Rural General Public Transit,TX,0.0,,,Rural Reporter,6R05-035,43.0,http://www.spcaa.org/,Texas Department of Transportation,,County or Local Government Unit or Department of Transportation,"South Plains Community Action Association, Inc.",2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
58fe31e8d82bd8d4e674c1381190e138,2022,60169,,Tier II,0.0,,,,0.0,8.0,Ville Platte,1562.0,6.0,,4512.0,70586.0,G1HBH99BJ3D9,,,,1667174400000,,126 E Main St,312,1656547200000,6R02,,Rural,0.0,Rural General Public Transit,LA,0.0,,,Rural Reporter,6R02-012,8.0,https://evangelinecouncilonaging.com/,Louisiana Department of Transportation,,Agency on Aging,Evangeline Council on Aging,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
0a38c0c395b780e32ec1d944444d860c,2022,60176,,Tier II,0.0,,,,861.0,19.0,Greenville,1567.0,6.0,,3656.0,75401.0,GEEGSMAGTYP6,,,SCRPT,1675123200000,,4912 Lee St,,1661904000000,6R05,,Rural,685345.0,Rural General Public Transit,TX,0.0,,,Rural Reporter,6R05-047,19.0,www.scrpt.org,Texas Department of Transportation,,Public Agency or Authority of Transit Service,"Senior Center Resources and Public Transit, Inc.",2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
f3c598f83e571050eb413dabefc14f2e,2022,60249,,Tier II,0.0,,,,,9.0,Oberlin,1562.0,6.0,,6407.0,70655.0,CM1JDJ22AJ79,,,,1667174400000,,602 Court St,,1656547200000,6R02,,Rural,,Rural General Public Transit,LA,0.0,,,Rural Reporter,6R02-001,9.0,,Louisiana Department of Transportation,,Agency on Aging,Allen Council on Aging,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
bed69174d43fc62523a93649902472cd,2022,66188,,Tier II,,0.0,New Mexico Non-UZA,"Ohkay Owingeh, NM",,6.0,Ohkay Owingeh,6932.0,6.0,,3801.0,87566.0,H1ZEEZK2D6B3,,,PM,1682812800000,0.0,220 Popay,1099,1672444800000,,978126.0,Tribe,,,NM,,,,Reduced Reporter,6T09,6.0,http://ohkay.org/,,,Tribe,Ohkay Owingeh Pueblo,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
9e65e03335adc5134a671808e518d23c,2022,70074,,Tier II,0.0,,,,35.0,2.0,Sidney,1815.0,7.0,,2013.0,69162.0,J2FUJJ21JS47,,,,1667174400000,,1115 13Th Ave,79,1656547200000,7R04,,Rural,76000.0,Rural General Public Transit,NE,0.0,,,Rural Reporter,7R04-010,2.0,https://cityofsidney.org/85/Public-Transportation,Nebraska Department of Transportation,,County or Local Government Unit or Department of Transportation,City Of Sidney ,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
49b075d4a390a61b1dc0642a4528c581,2022,70275,,Tier II,,3026.0,"Omaha, NE--IA",,252.0,47.0,Lincoln,1815.0,7.0,,4759.0,68509.0,NUSELTALU9E7,,,NDOT,1667174400000,270.81,1500 Nebraska Parkway,94759,1656547200000,,819508.0,Urban,777341.0,,NE,,,,Full Reporter,,,nebraskatransit.com,,47.0,Government Unit or Department of Transportation,Nebraska Department of Transportation ,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
6caa4370434cf5078edb5274314a855e,2022,80140,,Tier II,0.0,,,,,15.0,Laramie,1168.0,8.0,,2000.0,82071.0,FDR5YF2K32X5,,,,1675123200000,,1000 E University Ave Department 3434,,1664496000000,8R05,,Rural,,Rural General Public Transit,WY,0.0,,,Rural Reporter,8R05-006,15.0,http://www.uwyo.edu/tap/transit/index.html,Wyoming Department of Transportation,,University,University of Wyoming,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
281dfcc1c1d44a18b04b3160542f5c6f,2022,80190,,Tier II,0.0,,,,,3.0,Madison,1160.0,8.0,,2959.0,57042.0,MB8SFDFMUBW4,,,,1675123200000,,417 S Washington Ave Ste 5,199,1664496000000,8R04,,Rural,,Rural General Public Transit,SD,0.0,,,Rural Reporter,8R04-008,3.0,http://www.madisonsd.com,South Dakota Department of Transportation,,Corporation,"East Dakota Transit, Inc.",2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
3fe5edf0a065b8f059c566421dc2dcd6,2022,80238,,Tier II,0.0,,,,,20.0,Bismarck,1153.0,8.0,,3380.0,58501.0,ZH22BZJB5KZ6,,,,1667174400000,,3750 E Rosser Ave,,1656547200000,8R03,,Rural,,Rural General Public Transit,ND,2.0,,,Rural Reporter,8R03-021,20.0,www.westrivertransit.com,North Dakota Department of Transportation,,Corporation,West River Transit,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
57bbaba5eac17144c212ed066401d051,2022,90265,,Tier II,,7476.0,"Los Angeles--Long Beach--Anaheim, CA",,10.0,14.0,El Monte,5566.0,9.0,,3227.0,91731.0,CLB3ME1BNL19,,,,1667174400000,1636.83,11333 Valley Blvd,,1656547200000,,12237376.0,Urban,201889.0,,CA,,,City of El Monte Transportation Division,Reduced Reporter,,4.0,http://www.ci.el-monte.ca.us/Government/PublicWorks/Transportation.aspx,,10.0,County or Local Government Unit or Department of Transportation,City of El Monte ,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
42460196f7e3750c40fbfe519a5441cb,2022,90275,,Tier II,,7476.0,"Los Angeles--Long Beach--Anaheim, CA",,16.0,1.0,Alhambra,5566.0,9.0,,1331.0,91803.0,ZLJUW5L9K685,,,,1667174400000,1636.83,900 S Fremont Ave,1460,1656547200000,,12237376.0,Urban,27897.0,,CA,,,,Reduced Reporter,,,www.lagobus.info,,1.0,County or Local Government Unit or Department of Transportation,Los Angeles County Dept. of Public Works - Lennox Shuttle,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
7e93b79319b79b013baa0967574797a5,2022,90279,,Tier II,,7476.0,"Los Angeles--Long Beach--Anaheim, CA",,17.0,3.0,Alhambra,5566.0,9.0,,1331.0,91803.0,ZLJUW5L9K685,,,,1667174400000,1636.83,900 S Fremont Ave,,1656547200000,,12237376.0,Urban,179976.0,,CA,,,,Reduced Reporter,,,http://www.dpw.lacounty.gov/transit/,,3.0,County or Local Government Unit or Department of Transportation,Los Angeles County Dept. of Public Works - Willowbrook et al.,2023-11-15 22:29:51.925030 UTC,2098-12-31 23:59:59.999999 UTC,true
0ff72fc16ae13a2779b52d9fbc6089d6,2021,0R02-00374,,Tier II,,,,,,9.0,Burns,1723.0,10.0,,1533.0,97720.0,LVXQPZ5J9Q64,,,,1635638400000,,450 N Buena Vista,728,1625011200000,0R02,,Rural,,Rural General Public Transit,OR,,,,Rural Reporter,0R02-030,,http://www.co.harney.or.us/index.php/senior-community-services-center-home,Oregon Department of Transportation ,9.0,"City, County or Local Government Unit or Department of Transportation",Harney County,2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
6a88d4767d81b22310b3b65eef122e7a,2021,10015,,Tier II,,1678.0,"Lewiston, ME",,19.0,9.0,Auburn,1344.0,1.0,,3632.0,4210.0,JZCVHW31NQA6,,,LATC,1643587200000,35.0,125 Manley Rd,,1632960000000,,59397.0,Urban,46052.0,,ME,,446.0,,Reduced Reporter,1015,,http://www.purplebus.org/,,9.0,"City, County or Local Government Unit or Department of Transportation",Lewiston-Auburn Transit Committee,2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
66ab6149b8ef9b156c6adfafd3d407b8,2021,2R02-30979,,Tier II,,,,,,,Butler,,3.0,,7030.0,16001.0,FNDHHC8AL2K5,,,,1651276800000,,210 S Monroe St,,1640908800000,2R02,,Rural,,Intercity Bus,PA,,,,Rural Reporter,2R02-076,,http://www.coachusa.com/shortline/,New York Department of Transportation,,Private-For-Profit Corporation,Intercity - Butler Motor Transit Inc,2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
f9406a89409bbe66c7f75a1b4397141a,2021,30058,,Tier II,,3470.0,"Washington, DC-VA-MD",,6.0,8.0,Fairfax,,3.0,,3600.0,22030.0,VXWLLQJ5EUB8,,,CUE,1635638400000,1322.0,10455 Armstrong St,,1625011200000,,4586770.0,Urban,22565.0,,VA,,8.0,CUE Bus,Full Reporter,3058,8.0,http://www.CueBus.org/,,,"City, County or Local Government Unit or Department of Transportation",City of Fairfax,2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
54e54f0d64d2e48cb632784ba96cc40b,2021,30080,,Tier II,,3470.0,"Washington, DC-VA-MD",,26.0,67.0,Arlington,6673.0,3.0,,5445.0,22201.0,V9LLM9AGRPB7, Suite 900,,ART,1635638400000,1322.0,2100 Clarendon Blvd Ste 500,,1625011200000,,4586770.0,Urban,234200.0,,VA,,8.0,Arlington Transit,Full Reporter,3080,,http://www.arlingtontransit.com/,,67.0,"City, County or Local Government Unit or Department of Transportation","Arlington County, Virginia",2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
db6180228ba0b1db74e9c31584b7ba43,2021,40121,,Tier II,,2039.0,"Mayagüez, PR",,29.0,5.0,Hormigueros,1912.0,4.0,,1706.0,660.0,VA6DSTRAE2V3,"Hormigueros, P.R. 00660-0097",,,1635638400000,54.0,1 Calle Mateo Fajardo,97,1625011200000,,109572.0,Urban,15518.0,,PR,,284.0,,Reduced Reporter,4121,5.0,www.municipiohormiguerospr.com,,,"City, County or Local Government Unit or Department of Transportation",Municipality of Hormigueros,2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
15de1ca0e5a0e3325e60492d090e2ee2,2021,471,,Tier II,,0.0,Oregon Non-UZA,"Coquille Reservation, OR; Coos, Lower Umpqua, and Siuslaw Reservation and Off-Reservation Trust Land, OR",,,North Bend,6696.0,,,,97459.0,,,,,1651276800000,0.0,3050 Tremont,,1640908800000,,0.0,Tribe,,,OR,,0.0,,Reduced Reporter,TR08,,https://www.coquilletribe.org/,,,Tribe,Coquille Indian Tribe,2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
46150495d9941bae605077bbd2536517,2021,4R03-41154,,Tier II,,,,,,4.0,Jefferson,,4.0,,1401.0,30549.0,QQRXMHLJJTX5,,,,1635638400000,,67 Athens St,,1625011200000,4R03,,Rural,,Rural General Public Transit,GA,,,,Rural Reporter,4R03-009,4.0,https://www.jacksoncountygov.com/363/Transit,Georgia Department of Transportation,,"City, County or Local Government Unit or Department of Transportation",Jackson County,2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
ef1d8ebe5f8e2df0b188bf879178c3f0,2021,4R05-41051,,Tier II,,,,,,8.0,Prentiss,1009.0,4.0,,6006.0,39474.0,SFSQEQ1KWJ33,,,FCCD,1643587200000,,1118 3Rd St,1195,1632960000000,4R05,,Rural,,Rural General Public Transit,MS,,,,Rural Reporter,4R05-004,8.0,http://headstartprograms.org/detail,Mississippi Department of Transportation,,Private-Non-Profit Corporation,"Five County Child Development Program, Inc.",2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
e1a63884cf2ab224b79082139f83a98c,2021,4R06-60208,,Tier II,,,,,298.0,,Dallas,1635.0,6.0,,4231.0,75201.0,DD9NSNXDTAR1,,,,1635638400000,,350 N Saint Paul St Ste 300,,1625011200000,4R06,,Rural,297811.0,Intercity Bus,TX,,,,Rural Reporter,7R03-038,,http://www.greyhound.com,North Carolina Department of Transportation,,Private-For-Profit Corporation,"Greyhound Lines, Inc.",2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
3ebd5011125bb06ec0d42bbc9adfca1e,2021,50091,,Tier II,,1592.0,"Wausau, WI",,19.0,21.0,Wausau,2061.0,5.0,,6276.0,54403.0,RN18A9WNXNA6,,,,1651276800000,47.0,420 Plumer St,,1640908800000,,74632.0,Urban,39994.0,,WI,,375.0,Metro Ride,Reduced Reporter,5091,21.0,https://www.ci.wausau.wi.us/Departments/MetroRide.aspx,,,"City, County or Local Government Unit or Department of Transportation","City of Wausau, Wisconsin",2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
5f19409c4db0dacd58288eb59de2e3ed,2021,50522,,Tier II,,1596.0,"Monroe, MI",,153.0,20.0,Monroe,1209.0,5.0,,,48161.0,,,,LET,1635638400000,32.0,1105 West 7Th Street,,1625011200000,,51240.0,Urban,91876.0,,MI,,490.0,Lake Erie Transit,Full Reporter,,20.0,www.lakeerietransit.com,,,Independent Public Agency or Authority of Transit Service,Lake Erie Transportation Commission,2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
e5ad38a1ed8194ece187c9f93af71bb7,2021,55228,,Tier II,,0.0,Wisconsin Non-UZA,"Menominee Reservation and Off-Reservation Trust Land, WI",0.0,28.0,Keshena,6694.0,5.0,,,54135.0,WDMNXB95EXA6,,,,1643587200000,0.0,W 2908 Tribal Office Loop Rd,910,1632960000000,,0.0,Tribe,0.0,,WI,,0.0,,Reduced Reporter,5T03,28.0,http://www.menominee-nsn.gov/,,,Tribe,Menominee Indian Tribe of Wisconsin,2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
a761cb029894aa277a2732f7ba3343a0,2021,5R06-50318,,Tier II,,,,,,5.0,Baraboo,1245.0,5.0,,2941.0,53913.0,UMD3UAHRHDV6,,,,1635638400000,,101 South Blvd,,1625011200000,5R06,,Rural,,Rural General Public Transit,WI,,,,Rural Reporter,5R06-009,,http://www.cityofbaraboo.com,Wisconsin Department of Transportation,5.0,"City, County or Local Government Unit or Department of Transportation",City of Baraboo,2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
30dd4df7d3f986d7c10bb330e15e7f00,2021,5R06-55332,,Tier II,,,,,,,Aprin,,5.0,,,54400.0,,,,,1635638400000,,8014 Bethel Road,,1625011200000,5R06,,Asset,,Asset Subrecipient,WI,,,,Reduced Asset Reporter,,,https://www.bethelhc.com/,Wisconsin Department of Transportation,,Private-Non-Profit Corporation,American Eagle Bethel Center,2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
6fdc530a43c401d5aee896ff594a4d1e,2021,6R04-60214,,Tier II,,,,,,34.0,Guthrie,1565.0,6.0,,6867.0,73044.0,EEB8TQQRUN45,,,FIRST,1643587200000,,311 Airport Rd,1512,1632960000000,6R04,,Rural,,Rural General Public Transit,OK,,,First Capital Trolley,Rural Reporter,6R04-004,34.0,http://www.firstcapitaltrolley.com,Oklahoma Department of Transportation,,Private-Non-Profit Corporation,Logan County Historical Society,2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
81c1685eecf8ac977be53ae783bd3e87,2021,6R05-66276,,Tier II,,,,,15355.0,24.0,Waco,,6.0,,2209.0,76701.0,G2WLL6K5JZT1,Suite 100,,,1643587200000,,300 Austin Ave,,1630368000000,6R05,,Rural,157849.0,Rural General Public Transit,TX,,,,Rural Reporter,,16.0,http://www.co.mclennan.tx.us/595/McLennan-County-Rural-Transit-District,Texas Department of Transportation,8.0,"City, County or Local Government Unit or Department of Transportation",McLennan County,2023-02-08 17:22:59.824755 UTC,2098-12-31 23:59:59.999999 UTC,true
