grant_fiscal_year,funding_program,grant_number,project_year,organization_name,upin,description,ali,contract_number,allocationamount,encumbered_amount,expendedamount,activebalance,closedoutbalance,project_status,agency,city,state,legacy_ntd_id,ntd_id,organization_type,reporter_type,primary_uza_population,agency_voms,years_old:,_13_15,_16_20,_21_25,_26_30,_31_60,_60+,total_vehicles,average_age_of_fleet__in_years_,average_lifetime_miles_per_vehicle,_0_9,_10_12,vehicle_groups,name,itp_id,gtfs_schedule_status,number_services_w_complete_rt_status,#_fixed_route_services_w__static_gtfs,complete_static_gtfs_coverage_1_means_yes,complete_rt_coverage,gt_1_gtfs_for_any_service_1_means_yes,gt_1_complete_rt_set_1_means_yes
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,Colusa County Transit Agency,BCG0001251,Operating Assistance Sliding Scale,300902,64BO17-00524,89029.0,89029.0,89029.0,0.0,0.0,Open,Colusa County Transit Agency,Colusa,CA,9R02-034,9R02-91112,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,6.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,Vans,Colusa County Transit Agency,74.0,needed,0.0,0.0,1.0,1.0,0.0,0.0
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,Colusa County Transit Agency,BCG0001252,Short Range Transit Planning ,442400,64BP17-00523,26530.0,26530.0,26530.0,0.0,0.0,Open,Colusa County Transit Agency,Colusa,CA,9R02-034,9R02-91112,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,6.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,Vans,Colusa County Transit Agency,74.0,needed,0.0,0.0,1.0,1.0,0.0,0.0
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,County of Shasta Department of Public Works,BCG0001271,Operating Assistance Sliding Scale ,300902,64BO17-00511,121461.0,342264.0,116712.19,4748.81,0.0,Open,County of Shasta Department of Public Works,Redding,CA,,9R02-99438,"City, County or Local Government Unit or Department of Transportation",Asset Subrecipient,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,Vans,Shasta County,,ok,1.0,0.0,1.0,0.0,0.0,1.0
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,County of Siskiyou,BCG0001038,Operating Assistance Sliding Scale,300902,64BO17-00507,242244.0,242244.0,242244.0,0.0,0.0,Open,"County of Siskiyou, dba: Siskiyou County Transit",Yreka,CA,9R02-017,9R02-91048,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,9.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0,0.0,Vans,Siskiyou County,83.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,Eastern Sierra Transit Authority,BCG0001074,Operating Assistance Sliding Scale,300902,64BO17-00568,100059.0,100059.0,100059.0,0.0,0.0,Open,Eastern Sierra Transit Authority,Bishop,CA,9R02-098,9R02-91062,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,44.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,4.0,0.0,Vans,Eastern Sierra Transit Authority,99.0,"ok,needed,ok,ok,ok,needed,needed,needed,needed",5.0,5.0,1.0,1.0,1.0,1.0
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,Eastern Sierra Transit Authority,BCG0001112,Operating Assistance Sliding Scale,300902,64BO17-00567,76622.0,76622.0,76622.0,0.0,0.0,Open,Eastern Sierra Transit Authority,Bishop,CA,9R02-098,9R02-91062,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,44.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,4.0,0.0,Vans,Eastern Sierra Transit Authority,99.0,"ok,needed,ok,ok,ok,needed,needed,needed,needed",5.0,5.0,1.0,1.0,1.0,1.0
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,El Dorado County Transit Authority,BCG0001255,Operating Assistance Sliding Scale ,300902,64BO17-00515,479675.0,479675.0,479675.0,0.0,0.0,Open,El Dorado County Transit Authority,Diamond Springs,CA,9229,90229,Independent Public Agency or Authority of Transit Service,Reduced Reporter,1723634.0,29.0,,3.0,0.0,0.0,0.0,0.0,0.0,3.0,,,0.0,0.0,Vans,,,,,,,,,
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,Eureka Transit Service,BCG0001290,Operating Assistance Sliding Scale,300902,64BO17-00500,200000.0,200000.0,200000.0,0.0,0.0,Open,"City of Eureka, dba: Eureka Transit Service",Eureka,CA,9R02-068,9R02-91093,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,12.0,0.0,Vans,City of Eureka,108.0,ok,1.0,1.0,1.0,1.0,1.0,1.0
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,Fresno County Rural Transit Agency,BCG0001313,Operating Assistance Sliding Scale,300902,64BO17-00541,1488110.0,1488110.0,1488110.0,0.0,0.0,Open,Fresno County Rural Transit Agency,Fresno,CA,9R02-025,9R02-91007,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,77.0,,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.555555556,0.0,18.0,0.0,Vans,Fresno County Rural Transit Agency,117.0,"needed,needed,ok,ok,needed,ok,ok,needed,needed,needed,needed,needed,ok,ok,ok,needed,ok,needed,needed,needed,needed,needed",0.0,4.0,0.0,0.0,1.0,0.0
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,Humboldt Transit Authority,BCG0000304,Purchase Replacement Std 40 Ft Bus ,111201,64BC17-00499,343685.0,343685.0,343685.0,0.0,0.0,Open,Humboldt Transit Authority,Eureka,CA,9R02-016,9R02-91036,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,Vans,Humboldt Transit Authority,135.0,"needed,ok,ok,ok",3.0,3.0,1.0,1.0,1.0,1.0
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,Humboldt Transit Authority,BCG0001227,Operating Assistance Sliding Scale,300902,64BO17-00498,49498.0,49498.0,49498.0,0.0,0.0,Open,Humboldt Transit Authority,Eureka,CA,9R02-016,9R02-91036,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,Vans,Humboldt Transit Authority,135.0,"needed,ok,ok,ok",3.0,3.0,1.0,1.0,1.0,1.0
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,Imperial County Transportation Commission,BCG0001230,Operating Assistance Sliding Scale ,300902,64BO17-00577,280178.0,280178.0,280178.0,0.0,0.0,Open,Imperial County Transportation Commission,El Centro,CA,9226,90226,Independent Public Agency or Authority of Transit Service,Full Reporter,107672.0,28.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1256.0,1.0,0.0,Vans,,,,,,,,,
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,Kern Regional Transit,BCG0001106,Operating Assistance Sliding Scale,300902,64BO17-00555,962271.0,962271.0,962271.0,0.0,0.0,Open,Kern Regional Transit,Bakersfield,CA,9R02-037,9R02-91059,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,40.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,2.0,Vans,Kern County,146.0,"ok,needed,needed,needed,needed,needed,needed,needed,needed",0.0,1.0,1.0,0.0,1.0,0.0
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,Kings County Area Public Transit Agency,BCG0001060,Operating Assistance Sliding Scale,300902,64BO17-00548,102222.0,234371.0,129677.0,-27455.0,0.0,Open,Kings County Area Public Transit Agency,Hanford,CA,9200,90200,Independent Public Agency or Authority of Transit Service,Full Reporter,87941.0,22.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,3.0,0.0,Vans,,,,,,,,,
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,Kings County Area Public Transit Agency,BCG0001060,Operating Assistance Sliding Scale,300902,64BO17-00548,132149.0,234371.0,129677.0,2472.0,0.0,Open,Kings County Area Public Transit Agency,Hanford,CA,9200,90200,Independent Public Agency or Authority of Transit Service,Full Reporter,87941.0,22.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,3.0,0.0,Vans,,,,,,,,,
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,Lake Transit Authority,BCG0001125,Operating Assistance Sliding Scale ,300902,64BO17-00502,348879.0,348879.0,348879.0,0.0,0.0,Open,Lake Transit Authority,Lower Lake,CA,9R02-001,9R02-91053,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,29.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,Vans,Lake Transit Authority,159.0,"ok,needed,needed",1.0,1.0,1.0,1.0,1.0,1.0
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,Lassen Transit Service Agency,BCG0001046,Operating Assistance Sliding Scale,300902,64BO17-00505,188265.0,188265.0,188265.0,0.0,0.0,Open,Lassen Transit Service Agency,Susanville,CA,9R02-021,9R02-91098,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,Vans,Lassen Transit Service Agency,162.0,"ok,needed,needed",0.0,1.0,1.0,0.0,1.0,0.0
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,Marin County Transit District,BCG0001104,Operating Assistance Sliding Scale,300902,64BO17-00527,206437.0,206437.0,206437.0,0.0,0.0,Open,Marin County Transit District,San Rafael,CA,9234,90234,Independent Public Agency or Authority of Transit Service,Full Reporter,3281212.0,85.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,30519.5,4.0,0.0,Vans,,,,,,,,,
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,Mendocino Transit Authority,BCG0001198,Operating Assistance Sliding Scale ,300902,64BO17-00501,473918.0,473918.0,473918.0,0.0,0.0,Open,Mendocino Transit Authority,Ukiah,CA,9R02-047,9R02-91047,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,24.0,,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,,1.0,0.0,Vans,Mendocino Transit Authority,198.0,"ok,needed,needed,needed,needed,needed",0.0,1.0,1.0,0.0,1.0,0.0
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,Modoc Transportation Agency,BCG0001103,Operating Assistance Sliding Scale,300902,64BO17-00506,15431.0,86827.0,15431.0,0.0,0.0,Open,Modoc Transportation Agency,Alturas,CA,9R02-048,9R02-91008,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,2.0,Vans,,,,,,,,,
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,Monterey-Salinas Transit,BCG0001168,Operating Assistance Sliding Scale ,300902,64BO17-00533,587864.0,587864.0,587864.0,0.0,0.0,Open,Monterey-Salinas Transit,Monterey,CA,9062,90062,Independent Public Agency or Authority of Transit Service,Full Reporter,114237.0,112.0,,0.0,5.0,0.0,0.0,0.0,0.0,18.0,,,13.0,0.0,Vans,,,,,,,,,
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,Morongo Basin Transit Authority,BCG0001049,Operating Assistance Sliding Scale,300902,64BO17-00558,375378.0,375378.0,375378.0,0.0,0.0,Open,Morongo Basin Transit Authority,Joshua Tree,CA,9R02-049,9R02-91090,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,13.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,3.0,0.0,Vans,Morongo Basin Transit Authority,212.0,"ok,research",0.0,1.0,1.0,0.0,1.0,0.0
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,Mountain Area Regional Transit Authority,BCG0001283,Operating Assistance Sliding Scale,300902,64BO17-00560,265370.0,265370.0,265370.0,0.0,0.0,Open,"Mountain Area Regional Transit Authority, dba: Mountain Transit",Big Bear Lake,CA,9R02-050,9R02-91012,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,17.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,Vans,Mountain Area Regional Transit Authority,214.0,"ok,needed,needed",0.0,1.0,1.0,0.0,1.0,0.0
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,Napa Valley Transportation Authority,BCG0001123,Operating Assistance Sliding Scale,300902,64BO17-00532,208403.0,208403.0,208403.0,0.0,0.0,Open,Napa Valley Transportation Authority,Napa,CA,9088,90088,Independent Public Agency or Authority of Transit Service,Full Reporter,83913.0,47.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,Vans,,,,,,,,,
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,North County Transit District,BCG0001133,Operating Assistance Sliding Scale,300902,64BO17-00578,415297.0,415297.0,415297.0,0.0,0.0,Open,North County Transit District,Oceanside,CA,9030,90030,Independent Public Agency or Authority of Transit Service,Full Reporter,2956746.0,205.0,,15.0,17.0,0.0,0.0,0.0,0.0,75.0,,,30.0,13.0,Vans,,,,,,,,,
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,Placer County Public Works (TART & PCT),BCG0001254,Operating Assistance Sliding Scale,300902,64BO17-00521,370383.0,370383.0,370383.0,0.0,0.0,Open,"County of Placer, dba: Placer County Department of Public Works",Auburn,CA,9196,90196,"City, County or Local Government Unit or Department of Transportation",Full Reporter,1723634.0,40.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.5,178989.3,10.0,0.0,Vans,,,,,,,,,
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,Plumas County Transportation Commission,BCG0001325,Operating Assistance Sliding Scale ,300902,64BO17-00508,107941.0,107941.0,107941.0,0.0,0.0,Open,Plumas County Transportation Commission,Quincy,CA,9R02-005,9R02-91119,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.8,0.0,1.0,4.0,Vans,Plumas County,,needed,0.0,0.0,1.0,1.0,0.0,0.0
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,Redwood Coast Transit Authority,BCG0001217,Preventive Maintenance,117A00,64BC17-00504,48999.0,48999.0,48999.0,0.0,0.0,Open,Redwood Coast Transit Authority,Crescent City,CA,9R02-002,9R02-91097,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,1.0,Vans,Redwood Coast Transit Authority,261.0,"ok,needed",0.0,1.0,1.0,0.0,1.0,0.0
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,Redwood Coast Transit Authority,BCG0001218,Operating Assistance Sliding Scale,300902,64BO17-00503,97156.0,175594.0,97156.0,0.0,0.0,Open,Redwood Coast Transit Authority,Crescent City,CA,9R02-002,9R02-91097,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,1.0,Vans,Redwood Coast Transit Authority,261.0,"ok,needed",0.0,1.0,1.0,0.0,1.0,0.0
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,Riverside Transit Agency,BCG0001153,Operating Assistance Sliding Scale,300902,64BO17-00562,555774.0,555774.0,555774.0,0.0,0.0,Open,Riverside Transit Agency,Riverside,CA,9031,90031,Independent Public Agency or Authority of Transit Service,Full Reporter,1932666.0,298.0,,2.0,1.0,0.0,0.0,0.0,0.0,20.0,,,16.0,1.0,Vans,,,,,,,,,
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,San Diego Metropolitan Transit System,BCG0001128,Operating Assistance Sliding Scale ,300902,64BO17-00579,143612.0,275000.0,40810.7,102801.3,0.0,Open,San Diego Metropolitan Transit System,San Diego,CA,9026,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,2956746.0,906.0,,0.0,0.0,0.0,0.0,0.0,2.0,2.0,74.0,351277.0,0.0,0.0,Vans,,,,,,,,,
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,San Luis Obispo Regional Transit Authority,BCG0001120,Operating Assistance Sliding Scale,300902,64BO17-00535,503203.0,503203.0,503203.0,0.0,0.0,Open,San Luis Obispo Regional Transit Authority,San Luis Obispo,CA,9206,90206,Independent Public Agency or Authority of Transit Service,Full Reporter,59219.0,49.0,,0.0,1.0,0.0,0.0,0.0,0.0,5.0,,,4.0,0.0,Vans,,,,,,,,,
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,San Mateo County Transit District,BCG0001071,Operating Assistance Sliding Scale,300902,64BO17-00529,154508.0,154508.0,154508.0,0.0,0.0,Open,"San Mateo County Transit District, dba: SamTrans",San Carlos,CA,9009,90009,Independent Public Agency or Authority of Transit Service,Full Reporter,3281212.0,383.0,,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,,37.0,8.0,Vans,,,,,,,,,
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,Santa Clara Valley Transportation Authority,BCG0001237,Operating Assistance Sliding Scale,300902,64BO17-00530,78952.0,78952.0,78952.0,0.0,0.0,Open,Santa Clara Valley Transportation Authority,San Jose,CA,9013,90013,Independent Public Agency or Authority of Transit Service,Full Reporter,1664496.0,635.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,92.0,26405.0,0.0,0.0,Vans,,,,,,,,,
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,Santa Cruz Metropolitan Transit District,BCG0001265,Operating Assistance Sliding Scale,300902,64BO17-00534,170428.0,170428.0,170428.0,0.0,0.0,Open,Santa Cruz Metropolitan Transit District,Santa Cruz,CA,9006,90006,Independent Public Agency or Authority of Transit Service,Full Reporter,163703.0,104.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,221111.0,10.0,0.0,Vans,,,,,,,,,
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,Sierra County Transportation Commission,BCG0000303,Operating Assistance Sliding Scale,300902,64BO17-00517,48000.0,48000.0,48000.0,0.0,0.0,Open,Sierra County Transportation Commission,Downieville,CA,9R02-052,9R02-91038,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5,0.0,2.0,0.0,Vans,Sierra County Transportation Commission,304.0,,0.0,0.0,1.0,1.0,0.0,0.0
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,Sonoma County Transit,BCG0001243,Purchase Replacement < 30 Ft Bus,111204,64BC17-00531,477666.0,477666.0,477666.0,0.0,0.0,Open,"County of Sonoma, dba: Sonoma County Transit",Santa Rosa,CA,9089,90089,"City, County or Local Government Unit or Department of Transportation",Full Reporter,308231.0,70.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.2,63610.4,5.0,0.0,Vans,,,,,,,,,
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,Sunline Transit Agency,BCG0001293,Operating Assistance Sliding Scale,300902,64BO17-00559,344995.0,344995.0,344995.0,0.0,0.0,Open,SunLine Transit Agency,Thousand Palms,CA,9079,90079,Independent Public Agency or Authority of Transit Service,Full Reporter,345580.0,98.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,47209.8,5.0,0.0,Vans,,,,,,,,,
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,Town of Truckee,BCG0001148,Operating Assistance Sliding Scale,300902,64BO17-00518,83498.0,83498.0,83498.0,0.0,0.0,Open,Town of Truckee,Truckee,CA,9R02-054,9R02-91101,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.5,0.0,6.0,2.0,Vans,Town of Truckee,340.0,"needed,needed,needed",0.0,0.0,1.0,1.0,0.0,0.0
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,Transit Joint Powers Authority for Merced County,BCG0001179,Operating Assistance Sliding Scale ,300902,64BO17-00573,507341.0,507341.0,507341.0,0.0,0.0,Open,"Transit Joint Powers Authority for Merced County, dba: Merced The Bus",Merced,CA,9173,90173,Independent Public Agency or Authority of Transit Service,Full Reporter,136969.0,53.0,,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,43411.0,9.0,0.0,Vans,,,,,,,,,
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,Victor Valley Transit Authority,BCG0001141,Operating Assistance Sliding Scale,300902,64BO17-00561,632855.0,632855.0,632855.0,0.0,0.0,Open,Victor Valley Transit Authority,Hesperia,CA,9148,90148,Independent Public Agency or Authority of Transit Service,Full Reporter,328454.0,319.0,,0.0,0.0,0.0,0.0,0.0,0.0,244.0,1.25,26235.5615,241.0,3.0,Vans,,,,,,,,,
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,Yolo County Transportation District,BCG0001306,Operating Assistance Sliding Scale,300902,64BO17-00520,132191.0,132191.0,132191.0,0.0,0.0,Open,"Yolo County Transportation District, dba: Yolobus",Woodland,CA,9090,90090,Independent Public Agency or Authority of Transit Service,Full Reporter,1723634.0,50.0,,0.0,1.0,1.0,0.0,0.0,0.0,7.0,,,5.0,0.0,Vans,,,,,,,,,
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,Yuba-Sutter Transit Authority,BCG0001228,Operating Assistance Sliding Scale ,300902,64BO17-00519,139617.0,139617.0,139617.0,0.0,0.0,Open,Yuba-Sutter Transit Authority,Marysville,CA,9061,90061,Independent Public Agency or Authority of Transit Service,Full Reporter,116719.0,35.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,Vans,,,,,,,,,
2017.0,Section 5311,CA-2017-168 | 0017000259,2018.0,San Joaquin Regional Transit District,BCG0001388,Buy Van For Svc Expansion,111315,64BC19-00876,47000.0,47000.0,47000.0,0.0,0.0,Open,San Joaquin Regional Transit District,Stockton,CA,9012,90012,Independent Public Agency or Authority of Transit Service,Full Reporter,370583.0,117.0,,4.0,1.0,2.0,0.0,0.0,0.0,26.0,,,17.0,2.0,Vans,,,,,,,,,
2017.0,Section 5311,CA-2017-168 | 0017000259,2018.0,San Joaquin Regional Transit District,BCG0001389,Buy Van For Svc Expansion,111315,64BC19-00876,47000.0,47000.0,47000.0,0.0,0.0,Open,San Joaquin Regional Transit District,Stockton,CA,9012,90012,Independent Public Agency or Authority of Transit Service,Full Reporter,370583.0,117.0,,4.0,1.0,2.0,0.0,0.0,0.0,26.0,,,17.0,2.0,Vans,,,,,,,,,
2017.0,Section 5311,CA-2017-168 | 0017000259,2018.0,Yuba-Sutter Transit Authority,BCG0001292,Purchase Replacement < 30 Ft Bus ,111204,64BC19-00829,50999.2,75000.0,50999.2,0.0,0.0,Open,Yuba-Sutter Transit Authority,Marysville,CA,9061,90061,Independent Public Agency or Authority of Transit Service,Full Reporter,116719.0,35.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,Vans,,,,,,,,,
2017.0,Section 5311,CA-2017-168 | 0017000259,2018.0,Yuba-Sutter Transit Authority,BCG0001294,Purchase Replacement < 30 Ft Bus ,111204,64BC19-00829,50999.2,75000.0,50999.2,0.0,0.0,Open,Yuba-Sutter Transit Authority,Marysville,CA,9061,90061,Independent Public Agency or Authority of Transit Service,Full Reporter,116719.0,35.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,Vans,,,,,,,,,
2017.0,Section 5311,CA-2017-168 | 0017000259,2018.0,Yuba-Sutter Transit Authority,BCG0001295,Purchase Replacement < 30 Ft Bus ,111204,64BC19-00829,50999.2,75000.0,50999.2,0.0,0.0,Open,Yuba-Sutter Transit Authority,Marysville,CA,9061,90061,Independent Public Agency or Authority of Transit Service,Full Reporter,116719.0,35.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,Vans,,,,,,,,,
2017.0,Section 5311,CA-2017-168 | 0017000259,2018.0,Yuba-Sutter Transit Authority,BCG0001461,Purchase Replacement < 30 Ft Bus ,111204,64BC19-00829,50999.2,75000.0,50999.2,0.0,0.0,Open,Yuba-Sutter Transit Authority,Marysville,CA,9061,90061,Independent Public Agency or Authority of Transit Service,Full Reporter,116719.0,35.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,Vans,,,,,,,,,
2017.0,Section 5311,CA-2017-168 | 0017000259,2018.0,Yuba-Sutter Transit Authority,BCG0001464,Purchase Replacement < 30 Ft Bus,111204,64BC19-00829,50999.2,75000.0,50999.2,0.0,0.0,Open,Yuba-Sutter Transit Authority,Marysville,CA,9061,90061,Independent Public Agency or Authority of Transit Service,Full Reporter,116719.0,35.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,Vans,,,,,,,,,
2017.0,Section 5311,CA-2017-168 | 0017000259,2019.0,San Joaquin Regional Transit District,BCG0001571,Operating Assistance Sliding Scale ,300902,64BO19-00978,309765.0,1110615.0,309765.0,0.0,0.0,Open,San Joaquin Regional Transit District,Stockton,CA,9012,90012,Independent Public Agency or Authority of Transit Service,Full Reporter,370583.0,117.0,,4.0,1.0,2.0,0.0,0.0,0.0,26.0,,,17.0,2.0,Vans,,,,,,,,,
2017.0,Section 5311(f),CA-2017-168 | 0017000259-F,2017.0,County of Shasta Department of Public Works,BCG0000103,Operating Assistance ,300902,64CO17-00443,114411.0,175836.0,114411.0,0.0,0.0,Open,County of Shasta Department of Public Works,Redding,CA,,9R02-99438,"City, County or Local Government Unit or Department of Transportation",Asset Subrecipient,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,Vans,Shasta County,,ok,1.0,0.0,1.0,0.0,0.0,1.0
2017.0,Section 5311(f),CA-2017-168 | 0017000259-F,2017.0,Eastern Sierra Transit Authority,BCG0000117,Operating Assistance,300902,64CO17-00445,61285.0,94187.0,0.0,61285.0,0.0,Open,Eastern Sierra Transit Authority,Bishop,CA,9R02-098,9R02-91062,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,44.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,4.0,0.0,Vans,Eastern Sierra Transit Authority,99.0,"ok,needed,ok,ok,ok,needed,needed,needed,needed",5.0,5.0,1.0,1.0,1.0,1.0
2017.0,Section 5311(f),CA-2017-168 | 0017000259-F,2017.0,Eastern Sierra Transit Authority,BCG0000123,Buy 35-Ft Bus For Expansion,111302,64CC17-00444,147977.0,160726.0,147977.0,0.0,0.0,Open,Eastern Sierra Transit Authority,Bishop,CA,9R02-098,9R02-91062,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,44.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,4.0,0.0,Vans,Eastern Sierra Transit Authority,99.0,"ok,needed,ok,ok,ok,needed,needed,needed,needed",5.0,5.0,1.0,1.0,1.0,1.0
2017.0,Section 5311(f),CA-2017-168 | 0017000259-F,2017.0,Humboldt Transit Authority,BCG0000113,Buy 30-Ft Bus For Expansion ,111303,64CC17-00448,168207.0,182699.0,168207.0,0.0,0.0,Open,Humboldt Transit Authority,Eureka,CA,9R02-016,9R02-91036,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,Vans,Humboldt Transit Authority,135.0,"needed,ok,ok,ok",3.0,3.0,1.0,1.0,1.0,1.0
