GEOID,NAME,ttl_jobs,ttl_population
06019003301,"Census Tract 33.01, Fresno County, California",26860,3179
06019003302,"Census Tract 33.02, Fresno County, California",27477,4666
06019003400,"Census Tract 34, Fresno County, California",23750,5456
06019003500,"Census Tract 35, Fresno County, California",25103,4901
06019003600,"Census Tract 36, Fresno County, California",45000,4528
06019003701,"Census Tract 37.01, Fresno County, California",22633,3462
06019003702,"Census Tract 37.02, Fresno County, California",26963,4581
06019003803,"Census Tract 38.03, Fresno County, California",30973,10542
06019003804,"Census Tract 38.04, Fresno County, California",30186,6349
06019003805,"Census Tract 38.05, Fresno County, California",29714,7392
06019003807,"Census Tract 38.07, Fresno County, California",30809,3496
06019003808,"Census Tract 38.08, Fresno County, California",38568,5042
06019003809,"Census Tract 38.09, Fresno County, California",31548,5362
06019003810,"Census Tract 38.10, Fresno County, California",36085,5704
06019003900,"Census Tract 39, Fresno County, California",26915,6477
06019004001,"Census Tract 40.01, Fresno County, California",32058,8458
06019004002,"Census Tract 40.02, Fresno County, California",24050,7209
06019004100,"Census Tract 41, Fresno County, California",28019,3404
06019004205,"Census Tract 42.05, Fresno County, California",26769,6153
06019004207,"Census Tract 42.07, Fresno County, California",38413,11921
06019004208,"Census Tract 42.08, Fresno County, California",44821,7367
06019004210,"Census Tract 42.10, Fresno County, California",31367,3702
06019004211,"Census Tract 42.11, Fresno County, California",39184,6982
06019004212,"Census Tract 42.12, Fresno County, California",30882,12379
06019004213,"Census Tract 42.13, Fresno County, California",39727,3324
06019004214,"Census Tract 42.14, Fresno County, California",50238,4570
06019004215,"Census Tract 42.15, Fresno County, California",37328,4557
06019004216,"Census Tract 42.16, Fresno County, California",47209,3454
06019004301,"Census Tract 43.01, Fresno County, California",68237,4129
06019004302,"Census Tract 43.02, Fresno County, California",46278,5243
06019004303,"Census Tract 43.03, Fresno County, California",64335,4526
06019004404,"Census Tract 44.04, Fresno County, California",25563,3152
06019004405,"Census Tract 44.05, Fresno County, California",62143,3663
06019004406,"Census Tract 44.06, Fresno County, California",45549,5328
06019004408,"Census Tract 44.08, Fresno County, California",37853,3566
06019004409,"Census Tract 44.09, Fresno County, California",29828,3232
06019004503,"Census Tract 45.03, Fresno County, California",38152,5176
06019004504,"Census Tract 45.04, Fresno County, California",25694,5245
06019004505,"Census Tract 45.05, Fresno County, California",26927,5425
06019004506,"Census Tract 45.06, Fresno County, California",57632,3254
06019004601,"Census Tract 46.01, Fresno County, California",47344,3136
06019004602,"Census Tract 46.02, Fresno County, California",49049,2837
06019004701,"Census Tract 47.01, Fresno County, California",26125,6923
06019004703,"Census Tract 47.03, Fresno County, California",28960,4130
06019004704,"Census Tract 47.04, Fresno County, California",21188,5345
06019004801,"Census Tract 48.01, Fresno County, California",26802,4811
06019004802,"Census Tract 48.02, Fresno County, California",25956,4448
06019004901,"Census Tract 49.01, Fresno County, California",35130,4057
06019004902,"Census Tract 49.02, Fresno County, California",36575,2233
06019005000,"Census Tract 50, Fresno County, California",36473,4548
06019005100,"Census Tract 51, Fresno County, California",21750,6799
06019005202,"Census Tract 52.02, Fresno County, California",19655,3050
06019005203,"Census Tract 52.03, Fresno County, California",23889,5107
06019005204,"Census Tract 52.04, Fresno County, California",23875,4299
06019005301,"Census Tract 53.01, Fresno County, California",30444,6018
06019005302,"Census Tract 53.02, Fresno County, California",20840,5355
06019005304,"Census Tract 53.04, Fresno County, California",20197,5365
06019005305,"Census Tract 53.05, Fresno County, California",28558,3648
06019005403,"Census Tract 54.03, Fresno County, California",15256,4872
06019005405,"Census Tract 54.05, Fresno County, California",45550,4693
06019005406,"Census Tract 54.06, Fresno County, California",32216,4192
06019005407,"Census Tract 54.07, Fresno County, California",37209,3476
06019005408,"Census Tract 54.08, Fresno County, California",5293,2268
06019005409,"Census Tract 54.09, Fresno County, California",24382,3328
06019005410,"Census Tract 54.10, Fresno County, California",31317,3536
06019005503,"Census Tract 55.03, Fresno County, California",73864,5706
06019005504,"Census Tract 55.04, Fresno County, California",65739,3384
06019005505,"Census Tract 55.05, Fresno County, California",50959,7095
06019005507,"Census Tract 55.07, Fresno County, California",60831,5503
06019005508,"Census Tract 55.08, Fresno County, California",54344,5671
06019005509,"Census Tract 55.09, Fresno County, California",48217,5128
06019005510,"Census Tract 55.10, Fresno County, California",44204,4983
06019005512,"Census Tract 55.12, Fresno County, California",52711,5376
06019005513,"Census Tract 55.13, Fresno County, California",68125,2995
06019005514,"Census Tract 55.14, Fresno County, California",50481,4041
06019005515,"Census Tract 55.15, Fresno County, California",58846,1820
06019005516,"Census Tract 55.16, Fresno County, California",54517,6180
06019005517,"Census Tract 55.17, Fresno County, California",53427,7978
06019005518,"Census Tract 55.18, Fresno County, California",66513,5790
06019005520,"Census Tract 55.20, Fresno County, California",63301,2997
06019005522,"Census Tract 55.22, Fresno County, California",74928,4860
06019005524,"Census Tract 55.24, Fresno County, California",74138,4660
06019005525,"Census Tract 55.25, Fresno County, California",63875,1041
06019005602,"Census Tract 56.02, Fresno County, California",30567,4991
06019005605,"Census Tract 56.05, Fresno County, California",39333,1745
06019005606,"Census Tract 56.06, Fresno County, California",51713,4010
06019005607,"Census Tract 56.07, Fresno County, California",27019,4688
06019005608,"Census Tract 56.08, Fresno County, California",36213,3137
06019005701,"Census Tract 57.01, Fresno County, California",31551,3582
06019005702,"Census Tract 57.02, Fresno County, California",47962,5254
06019005703,"Census Tract 57.03, Fresno County, California",44557,5199
06019005704,"Census Tract 57.04, Fresno County, California",33149,5186
06019005801,"Census Tract 58.01, Fresno County, California",31217,4699
06019005802,"Census Tract 58.02, Fresno County, California",50594,4800
06019005804,"Census Tract 58.04, Fresno County, California",36607,6940
06019005805,"Census Tract 58.05, Fresno County, California",55476,6416
06019005904,"Census Tract 59.04, Fresno County, California",50977,6398
06019005905,"Census Tract 59.05, Fresno County, California",62892,7435
06019005906,"Census Tract 59.06, Fresno County, California",34464,2427
06019005907,"Census Tract 59.07, Fresno County, California",47500,3485
06019005909,"Census Tract 59.09, Fresno County, California",52863,8035
06019005911,"Census Tract 59.11, Fresno County, California",60814,6018
06019005912,"Census Tract 59.12, Fresno County, California",66213,5865
06019006000,"Census Tract 60, Fresno County, California",32964,9788
06019006100,"Census Tract 61, Fresno County, California",25576,8126
06019006201,"Census Tract 62.01, Fresno County, California",19635,2357
06019006202,"Census Tract 62.02, Fresno County, California",30558,6202
06019006300,"Census Tract 63, Fresno County, California",47976,7507
06019006402,"Census Tract 64.02, Fresno County, California",54531,2779
06019006403,"Census Tract 64.03, Fresno County, California",39605,6101
06019006404,"Census Tract 64.04, Fresno County, California",49853,4731
06019006405,"Census Tract 64.05, Fresno County, California",56325,5217
06019006501,"Census Tract 65.01, Fresno County, California",19916,6871
06019006502,"Census Tract 65.02, Fresno County, California",15158,4810
06019006602,"Census Tract 66.02, Fresno County, California",19160,6083
06019006603,"Census Tract 66.03, Fresno County, California",22500,2312
06019006604,"Census Tract 66.04, Fresno County, California",24387,7768
06019006700,"Census Tract 67, Fresno County, California",30723,6345
06019006802,"Census Tract 68.02, Fresno County, California",25948,3339
06019006900,"Census Tract 69, Fresno County, California",19013,3293
06019007002,"Census Tract 70.02, Fresno County, California",24797,4943
06019007003,"Census Tract 70.03, Fresno County, California",30697,8061
06019007004,"Census Tract 70.04, Fresno County, California",37248,5813
06019007100,"Census Tract 71, Fresno County, California",22566,7637
06019007201,"Census Tract 72.01, Fresno County, California",46941,8196
06019007202,"Census Tract 72.02, Fresno County, California",33614,5144
06019007300,"Census Tract 73, Fresno County, California",30957,4325
06019007400,"Census Tract 74, Fresno County, California",31250,3407
06019007500,"Census Tract 75, Fresno County, California",26035,5068
06019007600,"Census Tract 76, Fresno County, California",31597,4273
06019007700,"Census Tract 77, Fresno County, California",28895,5221
06019007801,"Census Tract 78.01, Fresno County, California",25547,2731
06019007802,"Census Tract 78.02, Fresno County, California",19249,5354
06019007901,"Census Tract 79.01, Fresno County, California",NA,3251
06019007902,"Census Tract 79.02, Fresno County, California",31747,2952
06019008000,"Census Tract 80, Fresno County, California",36697,5360
06019008100,"Census Tract 81, Fresno County, California",33528,6532
06019008200,"Census Tract 82, Fresno County, California",27862,6768
06019008301,"Census Tract 83.01, Fresno County, California",19177,6009
06019008302,"Census Tract 83.02, Fresno County, California",17407,7406
06019008401,"Census Tract 84.01, Fresno County, California",26468,8857
06019008402,"Census Tract 84.02, Fresno County, California",31452,980
06019008501,"Census Tract 85.01, Fresno County, California",20381,4420
06019008502,"Census Tract 85.02, Fresno County, California",19645,9242
06021010100,"Census Tract 101, Glenn County, California",26668,8712
06021010200,"Census Tract 102, Glenn County, California",30263,5018
06021010300,"Census Tract 103, Glenn County, California",43827,1956
06021010400,"Census Tract 104, Glenn County, California",30157,7118
06021010501,"Census Tract 105.01, Glenn County, California",28770,3578
06021010502,"Census Tract 105.02, Glenn County, California",39150,1594
06023000100,"Census Tract 1, Humboldt County, California",26242,4242
06023000200,"Census Tract 2, Humboldt County, California",30131,5428
06023000300,"Census Tract 3, Humboldt County, California",28030,5788
06023000400,"Census Tract 4, Humboldt County, California",29063,4304
06023000500,"Census Tract 5, Humboldt County, California",24269,4450
06023000600,"Census Tract 6, Humboldt County, California",33333,4998
06023000700,"Census Tract 7, Humboldt County, California",31336,5316
06023000800,"Census Tract 8, Humboldt County, California",33527,5229
06023000900,"Census Tract 9, Humboldt County, California",34750,5229
06023001000,"Census Tract 10, Humboldt County, California",17276,6338
06023001101,"Census Tract 11.01, Humboldt County, California",21968,6841
06023001200,"Census Tract 12, Humboldt County, California",23966,4675
06023001300,"Census Tract 13, Humboldt County, California",31250,1320
06023010102,"Census Tract 101.02, Humboldt County, California",32991,2423
06023010200,"Census Tract 102, Humboldt County, California",28362,2775
06023010300,"Census Tract 103, Humboldt County, California",38134,3346
06023010400,"Census Tract 104, Humboldt County, California",36925,3659
06023010501,"Census Tract 105.01, Humboldt County, California",33043,7876
06023010502,"Census Tract 105.02, Humboldt County, California",31844,6308
06023010600,"Census Tract 106, Humboldt County, California",32639,1902
06023010700,"Census Tract 107, Humboldt County, California",33627,7741
06023010800,"Census Tract 108, Humboldt County, California",26696,4606
06023010901,"Census Tract 109.01, Humboldt County, California",28803,4655
06023010902,"Census Tract 109.02, Humboldt County, California",30594,4179
06023011000,"Census Tract 110, Humboldt County, California",33167,4687
06023011100,"Census Tract 111, Humboldt County, California",32369,4347
06023011200,"Census Tract 112, Humboldt County, California",32143,3309
06023011500,"Census Tract 115, Humboldt County, California",38072,3241
06023011600,"Census Tract 116, Humboldt County, California",27202,3465
06023940000,"Census Tract 9400, Humboldt County, California",25000,3263
06023990100,"Census Tract 9901, Humboldt County, California",NA,0
06025010101,"Census Tract 101.01, Imperial County, California",NA,4137
06025010102,"Census Tract 101.02, Imperial County, California",22824,4108
06025010200,"Census Tract 102, Imperial County, California",27247,2728
06025010300,"Census Tract 103, Imperial County, California",38088,1046
06025010400,"Census Tract 104, Imperial County, California",16953,7303
06025010500,"Census Tract 105, Imperial County, California",35469,7421
06025010600,"Census Tract 106, Imperial County, California",38116,6910
06025010700,"Census Tract 107, Imperial County, California",22303,4409
06025010800,"Census Tract 108, Imperial County, California",36346,1128
06025010900,"Census Tract 109, Imperial County, California",32384,7497
06025011000,"Census Tract 110, Imperial County, California",42484,14848
06025011100,"Census Tract 111, Imperial County, California",32682,4219
06025011201,"Census Tract 112.01, Imperial County, California",43351,6221
06025011202,"Census Tract 112.02, Imperial County, California",17532,5626
06025011300,"Census Tract 113, Imperial County, California",22107,11695
06025011400,"Census Tract 114, Imperial County, California",20136,4570
06025011500,"Census Tract 115, Imperial County, California",22173,6227
06025011600,"Census Tract 116, Imperial County, California",31464,5728
06025011700,"Census Tract 117, Imperial County, California",27279,5243
06025011801,"Census Tract 118.01, Imperial County, California",48716,4423
06025011802,"Census Tract 118.02, Imperial County, California",24968,5336
06025011803,"Census Tract 118.03, Imperial County, California",60809,6106
06025011900,"Census Tract 119, Imperial County, California",29081,11456
06025012001,"Census Tract 120.01, Imperial County, California",14684,3884
06025012002,"Census Tract 120.02, Imperial County, California",27508,10765
06025012100,"Census Tract 121, Imperial County, California",18947,6779
06025012200,"Census Tract 122, Imperial County, California",25191,7237
06025012301,"Census Tract 123.01, Imperial County, California",34500,4984
06025012302,"Census Tract 123.02, Imperial County, California",28121,6290
06025012400,"Census Tract 124, Imperial County, California",16991,713
06025940000,"Census Tract 9400, Imperial County, California",24350,1664
06027000100,"Census Tract 1, Inyo County, California",37455,2754
06027000200,"Census Tract 2, Inyo County, California",49470,1878
06027000300,"Census Tract 3, Inyo County, California",41591,2541
06027000400,"Census Tract 4, Inyo County, California",40581,5466
06027000500,"Census Tract 5, Inyo County, California",40121,2284
06027000800,"Census Tract 8, Inyo County, California",30674,3054
06029000101,"Census Tract 1.01, Kern County, California",30339,12972
06029000102,"Census Tract 1.02, Kern County, California",33750,3349
06029000200,"Census Tract 2, Kern County, California",22760,7448
06029000300,"Census Tract 3, Kern County, California",27938,5322
06029000400,"Census Tract 4, Kern County, California",22254,4300
06029000503,"Census Tract 5.03, Kern County, California",62791,8331
06029000504,"Census Tract 5.04, Kern County, California",37414,4977
06029000505,"Census Tract 5.05, Kern County, California",47479,3806
06029000506,"Census Tract 5.06, Kern County, California",51090,2371
06029000507,"Census Tract 5.07, Kern County, California",39338,3736
06029000600,"Census Tract 6, Kern County, California",14270,7491
06029000700,"Census Tract 7, Kern County, California",35090,5562
06029000800,"Census Tract 8, Kern County, California",30770,5451
06029000902,"Census Tract 9.02, Kern County, California",26227,3411
06029000903,"Census Tract 9.03, Kern County, California",32443,4046
06029000904,"Census Tract 9.04, Kern County, California",30367,4667
06029000905,"Census Tract 9.05, Kern County, California",33194,2721
06029000906,"Census Tract 9.06, Kern County, California",27203,4518
06029000907,"Census Tract 9.07, Kern County, California",27340,2521
06029000908,"Census Tract 9.08, Kern County, California",44527,5104
06029000909,"Census Tract 9.09, Kern County, California",43558,2728
06029000910,"Census Tract 9.10, Kern County, California",42580,11403
06029001000,"Census Tract 10, Kern County, California",31095,10642
06029001101,"Census Tract 11.01, Kern County, California",20383,6282
06029001102,"Census Tract 11.02, Kern County, California",22179,6840
06029001103,"Census Tract 11.03, Kern County, California",19254,5400
06029001201,"Census Tract 12.01, Kern County, California",19904,2936
06029001202,"Census Tract 12.02, Kern County, California",15383,6049
06029001300,"Census Tract 13, Kern County, California",16953,7114
06029001400,"Census Tract 14, Kern County, California",21612,8000
06029001500,"Census Tract 15, Kern County, California",15565,2586
06029001600,"Census Tract 16, Kern County, California",19216,1967
06029001700,"Census Tract 17, Kern County, California",55524,3739
06029001801,"Census Tract 18.01, Kern County, California",26911,5614
06029001802,"Census Tract 18.02, Kern County, California",41250,5613
06029001901,"Census Tract 19.01, Kern County, California",34313,3697
06029001902,"Census Tract 19.02, Kern County, California",23714,4595
06029002000,"Census Tract 20, Kern County, California",23503,6941
06029002100,"Census Tract 21, Kern County, California",20541,3190
06029002200,"Census Tract 22, Kern County, California",25097,5633
06029002301,"Census Tract 23.01, Kern County, California",23776,10772
06029002302,"Census Tract 23.02, Kern County, California",24269,3803
06029002400,"Census Tract 24, Kern County, California",27313,8384
06029002500,"Census Tract 25, Kern County, California",24678,9052
06029002600,"Census Tract 26, Kern County, California",24861,3477
06029002700,"Census Tract 27, Kern County, California",21573,5903
06029002804,"Census Tract 28.04, Kern County, California",42857,2510
06029002806,"Census Tract 28.06, Kern County, California",35089,2112
06029002807,"Census Tract 28.07, Kern County, California",72518,3713
06029002808,"Census Tract 28.08, Kern County, California",46352,7110
06029002811,"Census Tract 28.11, Kern County, California",92159,3437
06029002812,"Census Tract 28.12, Kern County, California",30386,5021
06029002813,"Census Tract 28.13, Kern County, California",29381,4412
06029002814,"Census Tract 28.14, Kern County, California",25236,4038
06029002815,"Census Tract 28.15, Kern County, California",22955,4006
06029002816,"Census Tract 28.16, Kern County, California",30545,5837
06029002817,"Census Tract 28.17, Kern County, California",26573,5373
06029002818,"Census Tract 28.18, Kern County, California",42338,4050
06029002819,"Census Tract 28.19, Kern County, California",40389,4782
06029002820,"Census Tract 28.20, Kern County, California",48008,6506
06029002821,"Census Tract 28.21, Kern County, California",42657,4850
06029002900,"Census Tract 29, Kern County, California",27807,7424
06029003000,"Census Tract 30, Kern County, California",21875,7552
06029003103,"Census Tract 31.03, Kern County, California",25290,4084
06029003112,"Census Tract 31.12, Kern County, California",26856,5221
06029003113,"Census Tract 31.13, Kern County, California",31420,4993
06029003114,"Census Tract 31.14, Kern County, California",29706,7835
06029003115,"Census Tract 31.15, Kern County, California",25564,4816
06029003121,"Census Tract 31.21, Kern County, California",23780,8339
06029003122,"Census Tract 31.22, Kern County, California",28666,7970
06029003123,"Census Tract 31.23, Kern County, California",46113,18877
06029003124,"Census Tract 31.24, Kern County, California",34100,6123
06029003202,"Census Tract 32.02, Kern County, California",28181,18784
06029003203,"Census Tract 32.03, Kern County, California",57656,2260
06029003204,"Census Tract 32.04, Kern County, California",67139,11455
06029003205,"Census Tract 32.05, Kern County, California",35311,10285
06029003206,"Census Tract 32.06, Kern County, California",40798,21438
06029003303,"Census Tract 33.03, Kern County, California",31250,1521
06029003304,"Census Tract 33.04, Kern County, California",43698,3358
06029003305,"Census Tract 33.05, Kern County, California",24773,3487
06029003306,"Census Tract 33.06, Kern County, California",33261,4199
06029003400,"Census Tract 34, Kern County, California",23161,4762
06029003500,"Census Tract 35, Kern County, California",31546,8292
06029003600,"Census Tract 36, Kern County, California",31899,4194
06029003700,"Census Tract 37, Kern County, California",30247,3415
06029003803,"Census Tract 38.03, Kern County, California",70270,8602
06029003804,"Census Tract 38.04, Kern County, California",52562,16789
06029003805,"Census Tract 38.05, Kern County, California",62585,9244
06029003806,"Census Tract 38.06, Kern County, California",63152,5167
06029003807,"Census Tract 38.07, Kern County, California",42897,3745
06029003808,"Census Tract 38.08, Kern County, California",48068,4495
06029003809,"Census Tract 38.09, Kern County, California",63765,12184
06029003810,"Census Tract 38.10, Kern County, California",73333,2811
06029003811,"Census Tract 38.11, Kern County, California",43845,2723
06029003812,"Census Tract 38.12, Kern County, California",54643,4405
06029003813,"Census Tract 38.13, Kern County, California",60426,8070
06029003900,"Census Tract 39, Kern County, California",45096,1963
06029004000,"Census Tract 40, Kern County, California",26166,9516
06029004101,"Census Tract 41.01, Kern County, California",25643,5476
06029004102,"Census Tract 41.02, Kern County, California",17429,5253
06029004200,"Census Tract 42, Kern County, California",25763,1448
06029004301,"Census Tract 43.01, Kern County, California",24865,8948
06029004302,"Census Tract 43.02, Kern County, California",NA,5571
06029004401,"Census Tract 44.01, Kern County, California",27358,8342
06029004402,"Census Tract 44.02, Kern County, California",22391,4436
06029004500,"Census Tract 45, Kern County, California",23116,2635
06029004601,"Census Tract 46.01, Kern County, California",NA,3267
06029004603,"Census Tract 46.03, Kern County, California",NA,2231
06029004604,"Census Tract 46.04, Kern County, California",28598,14840
06029004701,"Census Tract 47.01, Kern County, California",23356,11517
06029004702,"Census Tract 47.02, Kern County, California",16877,3761
06029004800,"Census Tract 48, Kern County, California",16858,9530
06029004901,"Census Tract 49.01, Kern County, California",18785,5863
06029004902,"Census Tract 49.02, Kern County, California",29500,8674
06029005003,"Census Tract 50.03, Kern County, California",16129,3797
06029005004,"Census Tract 50.04, Kern County, California",27028,7061
06029005103,"Census Tract 51.03, Kern County, California",36136,2437
06029005104,"Census Tract 51.04, Kern County, California",65563,4220
06029005201,"Census Tract 52.01, Kern County, California",40714,4522
06029005203,"Census Tract 52.03, Kern County, California",29239,4942
06029005204,"Census Tract 52.04, Kern County, California",36250,5963
06029005300,"Census Tract 53, Kern County, California",18919,1993
06029005401,"Census Tract 54.01, Kern County, California",42971,6255
06029005402,"Census Tract 54.02, Kern County, California",61111,5027
06029005403,"Census Tract 54.03, Kern County, California",44009,9119
06029005404,"Census Tract 54.04, Kern County, California",48153,6819
06029005501,"Census Tract 55.01, Kern County, California",42380,6015
06029005506,"Census Tract 55.06, Kern County, California",44890,5964
06029005507,"Census Tract 55.07, Kern County, California",40585,7067
06029005508,"Census Tract 55.08, Kern County, California",30451,4414
06029005600,"Census Tract 56, Kern County, California",41469,2221
06029005700,"Census Tract 57, Kern County, California",46328,2827
06029005801,"Census Tract 58.01, Kern County, California",51640,6604
06029005802,"Census Tract 58.02, Kern County, California",38608,9479
06029005900,"Census Tract 59, Kern County, California",30798,3394
06029006002,"Census Tract 60.02, Kern County, California",NA,4228
06029006003,"Census Tract 60.03, Kern County, California",41190,6018
06029006004,"Census Tract 60.04, Kern County, California",38315,1225
06029006006,"Census Tract 60.06, Kern County, California",61974,3878
06029006007,"Census Tract 60.07, Kern County, California",55142,6245
06029006008,"Census Tract 60.08, Kern County, California",53478,6011
06029006100,"Census Tract 61, Kern County, California",42881,8240
06029006201,"Census Tract 62.01, Kern County, California",22024,2923
06029006202,"Census Tract 62.02, Kern County, California",26154,8427
06029006301,"Census Tract 63.01, Kern County, California",19169,4074
06029006303,"Census Tract 63.03, Kern County, California",20798,5922
06029006304,"Census Tract 63.04, Kern County, California",20519,4395
06029006401,"Census Tract 64.01, Kern County, California",22664,7230
06029006403,"Census Tract 64.03, Kern County, California",24794,6603
06029006404,"Census Tract 64.04, Kern County, California",21961,3170
06029006500,"Census Tract 65, Kern County, California",26563,4501
06031000100,"Census Tract 1, Kings County, California",45065,3053
06031000200,"Census Tract 2, Kings County, California",32300,2287
06031000300,"Census Tract 3, Kings County, California",32093,6858
06031000402,"Census Tract 4.02, Kings County, California",43919,5976
06031000403,"Census Tract 4.03, Kings County, California",31702,5007
06031000404,"Census Tract 4.04, Kings County, California",37351,10622
06031000405,"Census Tract 4.05, Kings County, California",24221,6796
06031000500,"Census Tract 5, Kings County, California",29517,5358
06031000601,"Census Tract 6.01, Kings County, California",58806,9844
06031000602,"Census Tract 6.02, Kings County, California",43879,5962
06031000701,"Census Tract 7.01, Kings County, California",44265,5656
06031000702,"Census Tract 7.02, Kings County, California",30980,4342
06031000800,"Census Tract 8, Kings County, California",28388,5055
06031000900,"Census Tract 9, Kings County, California",23468,7956
06031001001,"Census Tract 10.01, Kings County, California",57199,4519
06031001002,"Census Tract 10.02, Kings County, California",25496,5094
06031001003,"Census Tract 10.03, Kings County, California",30601,6811
06031001100,"Census Tract 11, Kings County, California",23964,6631
06031001200,"Census Tract 12, Kings County, California",31682,2445
06031001300,"Census Tract 13, Kings County, California",24623,4811
06031001401,"Census Tract 14.01, Kings County, California",25714,2646
06031001402,"Census Tract 14.02, Kings County, California",26656,2168
06031001500,"Census Tract 15, Kings County, California",32972,4671
06031001601,"Census Tract 16.01, Kings County, California",26250,4101
06031001602,"Census Tract 16.02, Kings County, California",NA,9035
06031001701,"Census Tract 17.01, Kings County, California",22927,10015
06031981800,"Census Tract 9818, Kings County, California",NA,2972
06033000100,"Census Tract 1, Lake County, California",30871,3376
06033000300,"Census Tract 3, Lake County, California",30028,4307
06033000400,"Census Tract 4, Lake County, California",37733,5646
06033000501,"Census Tract 5.01, Lake County, California",26506,3047
06033000502,"Census Tract 5.02, Lake County, California",25921,2446
06033000600,"Census Tract 6, Lake County, California",30780,3955
06033000701,"Census Tract 7.01, Lake County, California",23725,4171
06033000702,"Census Tract 7.02, Lake County, California",23857,4107
06033000801,"Census Tract 8.01, Lake County, California",20428,2703
06033000802,"Census Tract 8.02, Lake County, California",24498,4617
06033000900,"Census Tract 9, Lake County, California",32119,6608
06033001000,"Census Tract 10, Lake County, California",30662,6076
06033001100,"Census Tract 11, Lake County, California",31138,2849
06033001200,"Census Tract 12, Lake County, California",27917,3179
06033001300,"Census Tract 13, Lake County, California",39386,7108
06035040100,"Census Tract 401, Lassen County, California",31773,1445
06035040200,"Census Tract 402, Lassen County, California",31369,2587
06035040302,"Census Tract 403.02, Lassen County, California",50321,4056
06035040303,"Census Tract 403.03, Lassen County, California",40000,2400
06035040304,"Census Tract 403.04, Lassen County, California",32986,1600
06035040305,"Census Tract 403.05, Lassen County, California",42224,3001
06035040400,"Census Tract 404, Lassen County, California",43456,9280
06035040500,"Census Tract 405, Lassen County, California",62757,3240
06035040600,"Census Tract 406, Lassen County, California",43951,3209
06037101110,"Census Tract 1011.10, Los Angeles County, California",39444,4283
06037101122,"Census Tract 1011.22, Los Angeles County, California",43300,3405
06037101210,"Census Tract 1012.10, Los Angeles County, California",24579,6347
06037101220,"Census Tract 1012.20, Los Angeles County, California",31139,3702
06037101300,"Census Tract 1013, Los Angeles County, California",50993,3884
06037101400,"Census Tract 1014, Los Angeles County, California",41509,3458
06037102103,"Census Tract 1021.03, Los Angeles County, California",39534,1763
06037102104,"Census Tract 1021.04, Los Angeles County, California",47816,3721
06037102105,"Census Tract 1021.05, Los Angeles County, California",30405,1905
06037102107,"Census Tract 1021.07, Los Angeles County, California",50755,4349
06037103101,"Census Tract 1031.01, Los Angeles County, California",53071,2428
06037103102,"Census Tract 1031.02, Los Angeles County, California",37891,4734
06037103200,"Census Tract 1032, Los Angeles County, California",54523,6349
06037103300,"Census Tract 1033, Los Angeles County, California",53939,3781
06037103400,"Census Tract 1034, Los Angeles County, California",48266,6416
06037104103,"Census Tract 1041.03, Los Angeles County, California",31560,3431
06037104105,"Census Tract 1041.05, Los Angeles County, California",26839,6054
06037104108,"Census Tract 1041.08, Los Angeles County, California",26109,6001
06037104124,"Census Tract 1041.24, Los Angeles County, California",47315,3875
06037104201,"Census Tract 1042.01, Los Angeles County, California",23405,4569
06037104203,"Census Tract 1042.03, Los Angeles County, California",25040,5441
06037104204,"Census Tract 1042.04, Los Angeles County, California",28492,3679
06037104310,"Census Tract 1043.10, Los Angeles County, California",26556,4962
06037104320,"Census Tract 1043.20, Los Angeles County, California",25682,5292
06037104401,"Census Tract 1044.01, Los Angeles County, California",25345,3270
06037104403,"Census Tract 1044.03, Los Angeles County, California",30028,3341
06037104404,"Census Tract 1044.04, Los Angeles County, California",25059,3084
06037104500,"Census Tract 1045, Los Angeles County, California",23556,3025
06037104610,"Census Tract 1046.10, Los Angeles County, California",22940,3386
06037104620,"Census Tract 1046.20, Los Angeles County, California",26003,3528
06037104701,"Census Tract 1047.01, Los Angeles County, California",20580,4402
06037104703,"Census Tract 1047.03, Los Angeles County, California",26667,2174
06037104704,"Census Tract 1047.04, Los Angeles County, California",25464,4321
06037104810,"Census Tract 1048.10, Los Angeles County, California",24012,5631
06037104821,"Census Tract 1048.21, Los Angeles County, California",27826,3551
06037104822,"Census Tract 1048.22, Los Angeles County, California",29675,2839
06037106010,"Census Tract 1060.10, Los Angeles County, California",46458,3093
06037106020,"Census Tract 1060.20, Los Angeles County, California",31875,5420
06037106111,"Census Tract 1061.11, Los Angeles County, California",50607,4191
06037106112,"Census Tract 1061.12, Los Angeles County, California",40932,5611
06037106113,"Census Tract 1061.13, Los Angeles County, California",38711,3697
06037106114,"Census Tract 1061.14, Los Angeles County, California",30534,6324
06037106403,"Census Tract 1064.03, Los Angeles County, California",27529,3667
06037106405,"Census Tract 1064.05, Los Angeles County, California",30860,4758
06037106406,"Census Tract 1064.06, Los Angeles County, California",36241,5839
06037106407,"Census Tract 1064.07, Los Angeles County, California",25342,3119
06037106408,"Census Tract 1064.08, Los Angeles County, California",26676,3667
06037106510,"Census Tract 1065.10, Los Angeles County, California",39672,5618
06037106520,"Census Tract 1065.20, Los Angeles County, California",26706,5920
06037106603,"Census Tract 1066.03, Los Angeles County, California",51913,3156
06037106604,"Census Tract 1066.04, Los Angeles County, California",26215,5068
06037106641,"Census Tract 1066.41, Los Angeles County, California",63632,2372
06037106642,"Census Tract 1066.42, Los Angeles County, California",50755,2961
06037106643,"Census Tract 1066.43, Los Angeles County, California",70133,4577
06037106645,"Census Tract 1066.45, Los Angeles County, California",62500,3650
